"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEAN_SAL","POP","city"
"British Beer Company","Pubs",2,256,4,"(508) 879-1776","120 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Chick-fil-A","Fast Food",1,17,3.5,"(508) 875-0405","359 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Framingham Beer Works","Sports Bars",2,188,3.5,"(508) 309-3373","345 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Terra Brasilis","Brazilian",2,18,3,"(508) 665-6740","264 Waverley St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Angry Hams Garage","Burgers",2,102,4,"(508) 620-8888","2 Beacon St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Kugels Deli","Delis",1,83,3,"(508) 620-1300","855 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"The Tavern","American (Traditional)",2,16,3.5,"(774) 999-0750","102 Irving St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Art House Grille","Russian",2,35,3.5,"(508) 788-7700","62 Water St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Bella Costa Ristorante","Italian",2,84,4,"(508) 626-1728","147 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Papa Razzi","Italian",2,119,3.5,"(508) 848-2300","155 Worcester Road  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Framingham Baking","Bakeries",1,53,3.5,"(508) 875-4125","840 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"North End Treats","Italian",1,146,4,"(508) 620-6836","661 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"La Cantina Italiana","Italian",2,77,4,"(508) 879-7874","911 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Wings Over Framingham","Specialty Food",2,58,3.5,"(508) 628-9464","624 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Aegean Restaurant","Greek",2,207,3.5,"(508) 879-8424","257 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Tennessees Real BBQ Real Fast","Barbeque",2,105,3.5,"(508) 626-7140","341 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Samba Steak & Sushi","Sushi Bars",2,235,3.5,"(508) 628-0288","1138 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Uncle Cheungs","Chinese",2,90,3.5,"(508) 872-9200","266  Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Legal Sea Foods","Seafood",3,206,3.5,"(508) 766-0600","50-60 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Cjs Northside Grill","American (New)",1,67,3.5,"(508) 877-5900","911 Edgell Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Margaritas Mexican Restaurant","Mexican",2,152,3.5,"(508) 309-7348","725 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"The Melting Pot","Fondue",3,173,3.5,"(508) 875-3115","92 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Chinese Mirch","Indian",2,196,3.5,"(508) 875-0607","140 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Punjabi Grill","Pakistani",2,68,3,"(508) 370-0790","1243 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Welcome India","Indian",2,129,4,"(508) 370-9977","770 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Giannis Pizza & Subs","Pizza",1,94,4,"(508) 877-7697","861 Edgell Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Rasoi Gourmet Indian Kitchen","Indian",2,73,4,"(508) 872-4060","855 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Imperial China","Chinese",2,60,3.5,"(508) 872-3939","413 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Lotus Flower Chinese Restaurant","Chinese",2,93,3.5,"(508) 872-6005","341 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Joy Luck Club","Chinese",2,20,3.5,"(508) 872-3337","57 Hollis St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"The 4s Sports Pub","Pizza",1,3,3.5,"(508) 879-1579","666 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Five Guys Burgers and Fries","Burgers",2,47,3.5,"(508) 879-7500","301 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Goodys","Pizza",1,6,3.5,"(508) 620-7171","795 Concord St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Acapulcos","Mexican",2,95,4.5,"(508) 875-1188","1656 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"99 Restaurant & Pub","American (Traditional)",2,31,3,"(508) 626-3639","659 Worcester Road  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Mi Cocina Mexican Restaurant","Mexican",2,4,3,"(508) 718-8633","18 Irving St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Kens Steak House","Steakhouses",2,164,4.5,"(508) 875-4455","95 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Bertuccis","Pizza",1,67,2.5,"(508) 879-9161","150 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Isla Restaurant","Latin American",2,2,3,"(508) 872-7771","672 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Joes American Bar & Grill","American (Traditional)",2,101,3.5,"(508) 820-8389","1 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Boston Market","American (Traditional)",2,11,2.5,"(508) 879-5585","341 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Copacabana Grill","Brazilian",1,2,3.5,"(508) 620-6496","12 Irving St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Taste of China","Chinese",3,29,4,"(508) 820-4608","855 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Extravaganza Pizza & Bar","Brazilian",2,11,3,"(508) 861-7077","47 Beacon St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"La Casa Del Chicharron","Caribbean",2,NA,3,"(508) 875-6200","18 Irving St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Nekos of New York","Pizza",1,15,5,"(508) 877-3000","847 Edgell Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"University Pizza","Pizza",1,19,4.5,"(508) 879-1234","961 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Outback Steakhouse","Steakhouses",2,82,3,"(508) 872-3945","30 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Nobscot Cafe","Cafes",2,28,2.5,"(508) 788-8040","847 Edgell Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Rincon Latino","Latin American",2,4,3.5,"(508) 879-7406","39 Hollis St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"The Sub-Way & Pizza","Pizza",1,27,4.5,"(508) 879-8818","510 Union Ave  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Nikos Family Pizzeria Restaurant","Pizza",1,20,3.5,"(508) 861-3680","1645 Concord St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"HoneyBaked Ham","Sandwiches",4,9,3,"(508) 626-2300","240 Worcester Road  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"TGI Fridays","American (New)",2,60,3,"(508) 875-7735","1 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Joa Take Out","Brazilian",2,3,2,"(508) 872-3312","326 Concord St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Samba West","Japanese",2,63,3.5,"(508) 628-9228","1583 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Panera Bread","Sandwiches",1,40,2.5,"(508) 626-3636","400 Cochituate Road  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Chipotle Mexican Grill","Mexican",1,121,2.5,"(508) 879-0823","1 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Libertys Famous Pizza","Pizza",1,29,3.5,"(508) 877-4400","61 Nicholas Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Sepal","Middle Eastern",1,19,3,"(508) 653-9900","1245 Worcester StreetNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"OConnells Pub","American (Traditional)",2,43,5,"(508) 283-1079","700 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Zoup!","Salad",1,46,2.5,"(508) 573-9797","1300D Worcester StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Centre Pizza","Pizza",1,22,4.5,"(508) 879-3100","1255 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Star House Chinese","Chinese",1,14,3,"(508) 872-8881","595 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"The Postern Grille","American (New)",2,8,3,"(508) 270-1906","1657 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Family Style Pizza","Pizza",1,11,3,"(508) 370-7275","41 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Kentucky Fried Chicken/Taco Bell","Fast Food",1,20,3,"(508) 875-1011","149 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Boston Market","American (Traditional)",1,4,2.5,"(508) 877-0700","7 W Massachusetts Tpke  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Tango Pizza","Pizza",2,7,3.5,"(508) 872-0091","51 Hollis St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Railroad Six Sports Grill & Entertainment","Bars",1,5,2.5,"(508) 875-3942","398 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Zippity Do Dog","Food Trucks",1,12,3.5,"(508) 395-2237","160 Speen St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Minado","Japanese",2,602,4,"(508) 647-0495","1282 Worcester RdNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Pizza Wagon","Pizza",1,22,4,"(508) 877-2626","1-B Hamilton St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Framingham Sub Shop & Pizza","Pizza",1,9,3,"(508) 872-1919","193 Concord St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Louies restaurant","Seafood",1,2,3,"(508) 309-3036","358 waverly st  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Smashburger","Burgers",2,135,3.5,"(508) 720-0744","1298 Worcester StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Bills Grill","Restaurants",1,109,4,"(508) 872-6301","144 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Friendlys","American (Traditional)",1,NA,4,"(508) 875-1542","27 Temple Street  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Café Bistro","American (New)",1,25,2,"(508) 318-2600","290 Speen StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Ten-Ichi Dynamic Kitchen and Bar","Japanese",2,68,4,"(508) 875-1888","1400 Worcester StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Spallas Chicago Italian Beef","Delis",2,213,3.5,"(508) 653-5553","229 N Main StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Pizzeria Uno","Pizza",1,127,4.5,"(508) 820-0909","235 Old Connecticut Path  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Zitis Italian Trattoria","Italian",2,67,4,"(508) 650-9484","218 Speen StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"McDonalds","Fast Food",1,22,2.5,"(508) 879-1650","343 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Sabrina Wongs III Chinese Food","Chinese",2,17,3,"(508) 788-1212","790 Water St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"DAngelo","Restaurants",1,12,2.5,"(508) 626-2333","665 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"McDonalds","Fast Food",2,232,3.5,"(508) 788-5114","Maschsts Tpke  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Krua Thai","Thai",1,7,2.5,"(508) 975-4334","231 N Main StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"MacGuffins Bar & Lounge","American (New)",2,65,4.5,"","22 Flutie Pass  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Wasabi","Japanese",1,2,1.5,"(508) 370-7727","1060 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Boston Market","Comfort Food",1,4,3.5,"(508) 877-0700","7 Moulton Park Rd 115  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Banana Grill","Restaurants",2,NA,3,"(508) 875-4949","290 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Taco Bell","Tex-Mex",2,6,1.5,"(508) 875-1011","149 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Cancun","Mexican",2,232,3.5,"(508) 877-8808","1609 Concord St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Zheng Garden","Chinese",2,NA,5,"(508) 877-8877","847 Edgell Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Tys Pies","Pizza",2,2,2,"(508) 875-7375","149 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Sam Way & Pizza","Pizza",2,25,4,"(508) 872-3003","67 Pond StAshland, MA 01721","01721","91,904","114,036","14,602","Framingham"
"Dominos Pizza","Pizza",2,9,2,"(508) 620-4975","55 Frederick St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Stones Public House","American (New)",1,194,4,"(508) 881-1778","179 Main StAshland, MA 01721","01721","91,904","114,036","14,602","Framingham"
"Papa Ginos Pizzeria","Pizza",1,13,3,"(508) 626-1677","1133 Worcester Rd.  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Sabor De Minas Restaurant","Brazilian",2,232,3.5,"(508) 875-0202","240 Howard St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Churrascaria Carro de Boi","Brazilian",1,NA,2,"(508) 875-1550","47 Beacon St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Subway","Fast Food",2,5,3.5,"(508) 879-3303","26 Whittier St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Ashland Ale House","Diners",1,101,3.5,"(508) 861-7780","23 Pond StAshland, MA 01721","01721","91,904","114,036","14,602","Framingham"
"Mexico City Taqueria","Mexican",2,127,4.5,"(508) 881-3500","1 W Union StAshland, MA 01721","01721","91,904","114,036","14,602","Framingham"
"SKYBOKX 109","American (New)",1,112,3,"(508) 903-1600","319 Speen StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"The Dudley Chateau","Bars",2,114,4,"(508) 655-0010","20 Crest RdWayland, MA 01778","01778","140,652","187,265","13,191","Framingham"
"Its A Dogs Life","Hot Dogs",2,98,4,"(508) 875-6110","102 Fountain St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Boloco","American (New)",1,109,4,"(508) 907-7286","1265 Worcester StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Three Gorges Chinese","Chinese",1,107,3.5,"(508) 788-0753","45 Nicholas Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Papa Ginos Pizzeria","Pizza",1,16,3,"(508) 875-1661","341  Cochituate Rd.  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"KFC","Fast Food",1,13,2.5,"(508) 875-1011","149 Cochituate Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Giannis","Pizza",3,NA,4,"(508) 877-7704","861 Edgell Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Ogas Japanese Cuisine","Japanese",1,2,4.5,"(508) 653-4338","915 Worcester StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Subway","Fast Food",4,243,4,"(508) 875-0404","5 Edgell Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Nm Café","American (New)",2,10,1.5,"(508) 620-5758","310 Speen StreetNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Caseys Diner","Diners",2,232,3.5,"(508) 655-3761","36 South AveNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Dangelo Sandwich Shops","Sandwiches",1,146,4.5,"(508) 626-0028","290 Worcester Rd  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Genji Sushi Bars","Sushi Bars",1,2,2.5,"(508) 628-9525","575 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"McDonalds","Fast Food",2,17,1.5,"(508) 875-9771","1223 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Kellys Roast Beef","Sandwiches",2,116,3,"(508) 872-4900","2 Under Price WayNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"The Pantry","American (Traditional)",2,35,2.5,"(508) 416-1352","1360 Worcester StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Nicholas Pizza & Seafood","Pizza",1,14,4.5,"(508) 872-3003","740 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Culinary Delights Inc","Delis",2,131,3.5,"(508) 653-5553","229 N Main StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Minerva Indian Cuisine","Indian",2,250,3,"(508) 653-2000","1318 Worcester RdNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"RiceTheory","Thai",2,97,3.5,"(781) 333-1887","381 Worcester StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Paani Pure Indian Cuisine","Indian",2,133,4,"(978) 443-8100","621 Boston Post RdSudbury, MA 01776","01776","152,789","184,218","16,826","Framingham"
"Subway","Sandwiches",2,4,4.5,"(508) 620-0688","121 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"China Rose Cuisine","Chinese",2,45,2,"(508) 975-4953","15 E Plain StWayland, MA 01778","01778","140,652","187,265","13,191","Framingham"
"Asia Bistro","Asian Fusion",2,51,3.5,"(508) 653-8898","195 W Central StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Friendly Pizza","Pizza",2,5,3.5,"(508) 872-3544","125 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Fresh City","Salad",1,9,2,"(508) 788-5114","  Framingham Service Plz  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Francos Trattoria","Italian",2,81,2,"(978) 443-3494","365 Boston Post RdSudbury, MA 01776","01776","152,789","184,218","16,826","Framingham"
"Dosa Temple","Vegetarian",2,100,4.5,"(508) 879-6800","59 Pond StAshland, MA 01721","01721","91,904","114,036","14,602","Framingham"
"Lolas Italian Groceria","Italian",1,93,3.5,"(508) 651-0524","9 Main StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"P.F. Changs","Asian Fusion",2,232,3.5,"(508) 651-7724","1245 Worcester St. Ste 4008Natick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"01701 bar","Indian",2,157,3,"","71 Nicholas Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Campania","Restaurants",2,127,4,"(508) 875-8200","672 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Bullfinchs","American (New)",2,119,2.5,"(978) 443-4094","730 Boston Post RdSudbury, MA 01776","01776","152,789","184,218","16,826","Framingham"
"Wasabi","Sushi Bars",2,24,3.5,"(508) 720-0326","1245 Worcester StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Kellys Restaurant","American (New)",1,5,1.5,"(508) 881-2372","78 Front StAshland, MA 01721","01721","91,904","114,036","14,602","Framingham"
"Burger King","Burgers",2,61,4,"(508) 620-9733","176 Waverly St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Owen Olearys","Pubs",1,63,3.5,"(508) 481-1714","50 Turnpike RdSouthborough, MA 01772","01772","141,459","169,609","8,435","Framingham"
"Natalies Italian Kitchen","Italian",1,48,3.5,"(508) 653-8603","319 N Main StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Marathon Deli","Delis",2,232,3.5,"(508) 231-1859","12C W Union StAshland, MA 01721","01721","91,904","114,036","14,602","Framingham"
"Aegean Restaurant","Restaurants",1,13,4.5,"(508) 879-8424","47 Beacon St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Libertys Famous Pizza","Pizza",2,2,2,"(508) 877-4400","1 Nicholas Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Subway","Sandwiches",1,3,3.5,"(508) 788-9700","1617 Concord St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"McDonalds","Burgers",1,5,2,"(508) 877-2023","Toll Rd W  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Cheeseboy","American (Traditional)",1,17,3.5,"(508) 545-0051","1245 Worcester StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Shanghai Tokyo","Chinese",2,101,4,"(508) 651-0818","54 E Central StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Eagles Fraternal Order No 894","Restaurants",1,2,3.5,"(508) 875-8994","55 Park St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Original Pizza of Boston","Fast Food",2,2,3,"(617) 973-7000","Massachusetts Turnpike Rest Stop  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"California Pizza Kitchen","Pizza",2,232,3.5,"(508) 651-1506","1245 Worcester RoadNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Pizza Bella","Pizza",2,79,3,"(508) 881-2100","1 W Union StAshland, MA 01721","01721","91,904","114,036","14,602","Framingham"
"Corrados Submarine Sandwiches","Sandwiches",1,10,4.5,"(508) 655-3707","7 Middlesex AveNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Soul of India","Indian",1,20,4,"(978) 261-5790","103 Boston Post RdSudbury, MA 01776","01776","152,789","184,218","16,826","Framingham"
"Brazilian Pizza","Brazilian",2,125,4.5,"(508) 820-2973","151 Concord St  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Shell Point Seafood Co","Seafood",1,48,5,"(508) 788-1770","60R Elm St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Santa Cruz Deli & Creamery","Delis",2,61,3.5,"(508) 229-8500","1007 Boston Post RdMarlborough, MA 01752","01752","71,835","89,002","36,273","Framingham"
"Chef Louies","Buffets",2,232,3.5,"(508) 460-6261","500 Staples Dr  Framingham, MA 01702","01702","53,081","65,995","35,990","Framingham"
"Moes Southwest Grill","Mexican",1,2,2.5,"(508) 653-4700","1274 Worcester StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Maxwells 148","Italian",3,41,3,"(508) 907-6262","148 E Central StNatick, MA 01760","01760","90,673","113,933","31,763","Framingham"
"Thai Orchid","Thai",2,121,3.5,"(508) 626-0248","271 Worcester Rd  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Azteca","Mexican",1,17,4,"(508) 788-3553","1609 Concord St  Framingham, MA 01701","01701","92,018","102,936","31,114","Framingham"
"Heritage of Sherborn - Pub","Gastropubs",2,27,4,"(508) 655-9521","33 N Main StSherborn, MA 01770","01770","145,250","190,251","4,245","Framingham"
"Town House Pizza & Roast Beef","Pizza",2,15,3,"(508) 881-3010","300 Eliot StAshland, MA 01721","01721","91,904","114,036","14,602","Framingham"
"Chili Basil Thai","Thai",2,232,3.5,"(978) 443-0988","385 Boston Post RdSudbury, MA 01776","01776","152,789","184,218","16,826","Framingham"
