"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEAN_SAL","POP","city"
"Southside Pizza & Subs","Pizza",1,4,3.5,"(508) 586-5499","617 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Pizza Maria","Italian",1,7,3.5,"(508) 559-0701","180 Oak St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Village Pizza & Subs","Pizza",1,10,4.5,"(508) 580-1920","820 Crescent St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Chang Chun Chinese Restaurant","Chinese",1,22,3.5,"(508) 588-9091","776 Centre St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"King Fried Chicken","Chicken Wings",2,4,4,"(508) 427-0084","158 Montello St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Owen Olearys Restaurant","Irish",1,34,3,"(508) 584-2221","1280 Belmont St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Panorama Pizza II","Pizza",2,5,4.5,"(508) 583-1122","1490 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Classic Pizza","Pizza",1,7,4.5,"(508) 580-0577","144 Howard St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Legion Parkway Pizza","Pizza",2,3,4,"(508) 583-9870","121 Legion Pkwy  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Lady C&J SoulFood & Catering","Soul Food",1,4,4,"(508) 510-4668","10 Perkins Ave  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Mee King Garden","Chinese",2,13,3.5,"(508) 588-1311","187 Crescent St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Oak Lounge","Pizza",2,NA,5,"(508) 580-8880","810 N Montello St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Jeanos Restaurant","American (New)",2,9,2,"(508) 559-2610","769 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Sarku Japan","Japanese",1,4,3.5,"(508) 586-0186","200 Westgate Dr  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Tommy Doyles Pub & Grill","Pubs",2,22,3.5,"(508) 588-3450","327 N Pearl St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"China Chef Restaurant","Chinese",1,11,4,"(508) 583-8898","92 Torrey St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Mickey Malones Tavern","American (New)",1,13,3.5,"(508) 427-6144","347 N Pearl St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Goodfellas Pizza","Pizza",2,13,2.5,"(508) 580-0047","750 Centre St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Parkway Restaurant","Restaurants",2,NA,5,"(508) 559-6303","53 Legion Pkwy  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Bertuccis","Pizza",2,17,3,"(508) 584-3080","1285 Belmont St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"IHOP","Breakfast & Brunch",1,23,2.5,"(508) 521-6050","540 Westgate Dr  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"8 & 8 Chinese Restaurant","Chinese",1,4,4.5,"(508) 588-9081","654 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"DAngelo Grilled Sandwiches","Sandwiches",1,7,3,"(508) 427-9395","648 Pleasant St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Howard Street Diner","Breakfast & Brunch",1,6,4.5,"(508) 586-5799","142 Howard St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Crown Fried Chicken","Chicken Wings",1,6,4,"(508) 580-5222","1012 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Panorama Pizza","Pizza",1,7,3,"(508) 588-4714","470 E Ashland St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Stella Pizza","Pizza",2,12,3,"(508) 584-2464","197 Crescent St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Palma Restaurant & Pizzeria","Italian",1,NA,1,"(774) 223-5118","880 MAIN ST  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Jade Leaf","Chinese",1,9,3,"(508) 584-6366","1050 Pearl St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Rods Pizzeria","Pizza",2,6,2,"(508) 583-8500","567 N Main St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Fine Arts Cafe","Cafes",1,2,2,"(508) 580-7652","470 Forest Ave  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Express Panda","Chinese",2,21,2.5,"(508) 588-1888","43 Legion Pkwy  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Chinatown Restaurant","Chinese",2,3,2.5,"(508) 580-2885","51 Oak St Extension  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Mindys Breakfast","Breakfast & Brunch",2,7,4.5,"(508) 857-4425","207 Belmont Street  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Crown Fried Chicken Inc","Chicken Wings",2,12,3,"(508) 587-1011","404 N Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Number One Buffet Hong Kong","Buffets",2,17,1.5,"(508) 588-5088","863 Belmont St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Gourmet Cafe","Coffee & Tea",2,4,3.5,"(508) 580-0966","245 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Jamaicas Best","Caribbean",2,5,2.5,"(508) 510-3736","10 Perkins Ave  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Golden Corner","Chinese",2,22,3,"(508) 580-8611","558 N Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Popeyes","Fast Food",2,NA,4,"(508) 559-1520","200 Westgate Mall  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Pearl Street Cafe","Cafes",1,NA,4,"(508) 588-0900","1 Pearl St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Courtside Cafe","Restaurants",1,23,2.5,"(508) 584-0100","132 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Reids Ultimate Breakfast","Breakfast & Brunch",2,14,4,"(508) 588-4960","2021 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Five Star Pizza","Pizza",1,7,4,"(508) 427-5555","793 Crescent St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Lamberts Deli","Delis",2,28,3.5,"(508) 588-4099","820 Crescent St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Ichiban Asian Cuisine","Chinese",1,NA,4,"(508) 587-5993","379 Belmont St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Main Dragon Restaurant","Chinese",2,2,3.5,"(508) 583-9951","1040 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Mainha Restaurant","Brazilian",2,22,4.5,"(508) 583-5900","160 Memorial DrAvon, MA 02322","02322","67,313","77,494","4,483","Brockton"
"Papa Ginos Pizzeria","Pizza",1,7,2.5,"(508) 584-2600","Rt. 27 675 Crescent St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Belle Epoque Cafe & Bakery","Bakeries",1,2,4,"(508) 580-0020","793 Crescent St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Boston Market","Comfort Food",2,9,3,"(508) 580-8551","756 Belmont St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Andrews Farm Bakery & Cyber Cafe","Bakeries",1,25,4.5,"(508) 238-6677","123 Belmont StSouth Easton, MA 02375","02375","78,410","93,429","9,034","Brockton"
"Larrys Cafe","Restaurants",1,4,2.5,"(508) 587-0455","567 N Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"McDonalds","Fast Food",1,2,1,"(508) 586-8864","664 Crescent St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Taco Bell","Tex-Mex",1,5,2,"(508) 580-9956","875 N Montello St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Papa Ginos Pizzeria","Pizza",2,238,4,"(508) 588-1911","885 Belmont St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"The Farmers Daughter","Breakfast & Brunch",2,4,3,"(508) 297-0286","122 Main StEaston, MA 02356","02356","99,682","123,583","12,966","Brockton"
"Bertuccis Restaurant","Italian",2,103,4,"(508) 584-7928","345 Westgate Dr  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"El Mariachi","Mexican",2,NA,3,"(508) 230-5900","620 Washington StSouth Easton, MA 02375","02375","78,410","93,429","9,034","Brockton"
"Soul Blue Soul Food","Soul Food",2,147,5,"(508) 588-2583","1753 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Sonys Cafe","Cafes",1,18,4,"(508) 588-5714","6 Hovendon Ave  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Crystals Kitchen","Thai",1,9,2.5,"(508) 510-5295","4 S Main StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"Aroma Pizza & Grill","Pizza",2,4,2.5,"(508) 510-4106","143 N Quincy StAbington, MA 02351","02351","75,850","83,124","14,614","Brockton"
"McDonalds","Fast Food",2,4,2,"(508) 588-9920","908 North Montello St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Stix & Stones","Lounges",1,14,4,"(339) 788-9381","800   Brockton AveAbington, MA 02351","02351","75,850","83,124","14,614","Brockton"
"Seaport Seafood Market","Seafood",2,2,4,"(508) 584-4989","714 Crescent St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Shoe City Tavern","Pizza",2,31,4,"(508) 583-0868","24 1/2 Intervale St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Fat Mikes BBQ","Barbeque",2,2,5,"(508) 427-9339","880 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Towns Pizza","Pizza",2,110,3.5,"(508) 583-7534","567 Warren Ave  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Legion Park Pizza","Pizza",2,19,3.5,"(508) 583-9870","121 Legion Pkwy  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Fredas","Italian",2,5,1.5,"(508) 583-8217","105 Copeland StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"Dominos Pizza","Pizza",1,3,2.5,"(508) 588-3412","1940 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Subway","Sandwiches",1,NA,4,"(508) 427-4478","768 Centre St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Cardoso Cafe","Cafes",2,31,4,"(508) 586-3091","146 Montello St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Honey Dew Donuts","Donuts",1,8,4.5,"","531-565 Highway 27  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Subway","Sandwiches",2,NA,1,"(508) 583-2362","768 Belmont St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Niko Bar & Grill","Greek",2,37,4,"(774) 517-5943","275 N Main StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"Hai King Restaurant","Chinese",2,5,2,"(508) 584-6826","170 Oak St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"KFC","Fast Food",2,22,3.5,"(508) 580-9956","875 N Montello St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Panera Bread","Sandwiches",2,121,4.5,"(781) 297-0975","1334 Park StreetStoughton, MA 02072","02072","69,340","81,997","27,342","Brockton"
"Tatami Restaurant & Sushi Bar","Sushi Bars",2,57,4.5,"(508) 378-3181","118 N Bedford St Rte 18East Bridgewater, MA 02333","02333","82,133","89,922","13,012","Brockton"
"Uncle Davids","Burgers",2,49,4,"(781) 332-3663","643 Washington StWhitman, MA 02382","02382","77,027","83,066","13,867","Brockton"
"Saabs Family Restaurant","Tapas Bars",1,35,3,"(781) 767-2355","81 Colonel Bell Dr  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Corfinio","Italian",3,14,4,"(508) 238-2400","285 Washington StEaston, MA 02356","02356","99,682","123,583","12,966","Brockton"
"Ils-Wayport","Restaurants",2,25,4,"(508) 587-8453","664 Crescent St  Brockton, MA 02302","02302","62,408","66,149","32,523","Brockton"
"Zacharys","Breakfast & Brunch",1,NA,5,"(781) 297-7510","1778 Washington StStoughton, MA 02072","02072","69,340","81,997","27,342","Brockton"
"Lazinas Carribean Cuisine","Caribbean",2,20,4.5,"(508) 587-5535","27 Pleasant St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Dangelo Grilled Sandwiches","Sandwiches",1,123,3.5,"(508) 580-4320","1753 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Asack Turkey Farm & Dairy Bar Restaurant","Sandwiches",2,21,4,"(508) 580-7711","235 N Main StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"Mia Regazza","Italian",2,4,1,"(781) 871-5800","268 Washington StAbington, MA 02351","02351","75,850","83,124","14,614","Brockton"
"Piezonis","Pizza",2,40,4,"(781) 344-3999","839 Park StStoughton, MA 02072","02072","69,340","81,997","27,342","Brockton"
"McDonalds","Fast Food",1,37,4.5,"(508) 583-6461","334 N Pearl St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Atina Asian Bistro","Japanese",2,64,3.5,"(774) 223-5800","115 S Main StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"Cowbells Cafe","American (New)",2,248,3.5,"(781) 447-1400","25 South AveWhitman, MA 02382","02382","77,027","83,066","13,867","Brockton"
"Burger King","Restaurants",2,NA,2,"(508) 588-1963","606 Belmont St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Dominos Pizza","Pizza",1,3,3.5,"(508) 587-1299","1085 N Montello St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Portofinos Italian Kitchen","Pizza",2,23,4,"(781) 681-6603","396   Brockton AveAbington, MA 02351","02351","75,850","83,124","14,614","Brockton"
"Geris Pizza Galore & More","Pizza",1,6,5,"(508) 857-2666","147 Main  StAvon, MA 02322","02322","67,313","77,494","4,483","Brockton"
"Chengs Garden Restaurant","Restaurants",2,41,3.5,"(508) 584-4666","258 N Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Chaloos Restaurant","Persian/Iranian",2,34,4.5,"(508) 230-1888","574 Washington StSouth Easton, MA 02375","02375","78,410","93,429","9,034","Brockton"
"Nagoya Sushi Inc","Sushi Bars",2,27,4,"(781) 436-5257","811 Washington StStoughton, MA 02072","02072","69,340","81,997","27,342","Brockton"
"Lawadessa Restaurant","Middle Eastern",2,31,4.5,"(508) 510-6315","757 W Center StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"Boston Tavern","American (Traditional)",2,59,3.5,"(508) 583-0013","389 West Center StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"J & L Homestyle Deli","Delis",2,22,4.5,"(781) 871-2810","250   Brockton AveAbington, MA 02351","02351","75,850","83,124","14,614","Brockton"
"Lynwood Cafe","Pizza",1,203,4,"(781) 963-3100","320 Center StRandolph, MA 02368","02368","65,118","74,837","30,999","Brockton"
"Wendys","Burgers",1,NA,2,"(508) 586-2006","1900 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Sebastians Restaurant","Restaurants",2,NA,5,"(508) 583-3776","278 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Hardys Pub & Restaurant","Bars",1,12,4.5,"(508) 588-8838","740 N Main StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"Corner Cafe","Cafes",2,66,4,"(781) 344-1998","945 Washington StStoughton, MA 02072","02072","69,340","81,997","27,342","Brockton"
"99 Restaurant & Pub","Pubs",2,15,2.5,"(508) 238-2999","99 Belmont StreetEaston, MA 02375","02375","78,410","93,429","9,034","Brockton"
"McDonalds","Fast Food",2,34,4.5,"(508) 436-6777","715 Belmont St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Thai All Seasons","Thai",2,26,4,"(781) 523-1694","11 South AveWhitman, MA 02382","02382","77,027","83,066","13,867","Brockton"
"The Lobster Barn","Seafood Markets",2,26,4.5,"(781) 871-2433","996 Hancock StAbington, MA 02351","02351","75,850","83,124","14,614","Brockton"
"Trio Cafe","Cafes",1,65,4,"(781) 447-1064","12 Temple StWhitman, MA 02382","02382","77,027","83,066","13,867","Brockton"
"Fiesta Mexican Restaurant","Mexican",2,9,4,"(508) 350-0200","34 Bedford StEast Bridgewater, MA 02333","02333","82,133","89,922","13,012","Brockton"
"Cafe Asia","Cafes",1,14,3.5,"(781) 961-0008","860 S Franklin StHolbrook, MA 02343","02343","62,560","74,251","10,705","Brockton"
"Ye Olde Standish Grille","American (Traditional)",2,11,4,"(508) 378-3682","175 N Bedford StEast Bridgewater, MA 02333","02333","82,133","89,922","13,012","Brockton"
"Christos To Go","Greek",2,30,3.5,"(508) 588-4200","785 Bedford StWhitman, MA 02382","02382","77,027","83,066","13,867","Brockton"
"Burger King","Fast Food",2,31,4,"(508) 580-2733","77 Taft Ave  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"Daybreak Family Restaurant","American (Traditional)",1,9,4.5,"(508) 583-5341","337 W Center StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"Brookville House of Pizza","Pizza",1,40,3,"(781) 767-0084","777 S Franklin StHolbrook, MA 02343","02343","62,560","74,251","10,705","Brockton"
"Alamo Cafe","Restaurants",2,6,4.5,"(508) 583-1050","49 Legion Pkwy  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"The Chateau","Italian",1,24,4.5,"(781) 341-2503","1165 Park StStoughton, MA 02072","02072","69,340","81,997","27,342","Brockton"
"Cream etc","Breakfast & Brunch",2,28,5,"(781) 982-9400","1209 Bedford StAbington, MA 02351","02351","75,850","83,124","14,614","Brockton"
"Marcello Sandwich Shop","Sandwiches",1,37,2.5,"(781) 447-9007","733 Bedford StWhitman, MA 02382","02382","77,027","83,066","13,867","Brockton"
"Lous Place","Pizza",1,41,3.5,"(508) 580-1811","215 Main St  Brockton, MA 02301","02301","48,470","58,674","61,459","Brockton"
"McGuiggans Pub","Pubs",2,20,4.5,"(781) 447-7333","546 Washington StWhitman, MA 02382","02382","77,027","83,066","13,867","Brockton"
"New York Pizza","Pizza",1,40,3.5,"(508) 436-2425","271 E Center StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"Tommy Doyles Pub & Grill","American (Traditional)",2,14,2.5,"(508) 238-9061","956 Washington StSouth Easton, MA 02375","02375","78,410","93,429","9,034","Brockton"
"Crown Fried Chicken","Chicken Wings",1,75,4.5,"(508) 587-4555","17 N Main StAvon, MA 02322","02322","67,313","77,494","4,483","Brockton"
"Hayashi Restaurant","Sushi Bars",2,27,3.5,"(508) 238-9160","447 Turnpike StEaston, MA 02375","02375","78,410","93,429","9,034","Brockton"
"Olivios Grill and Pizzeria","Pizza",1,20,3,"(781) 344-3366","752 Washington StStoughton, MA 02072","02072","69,340","81,997","27,342","Brockton"
"Not Just Thaboule","American (New)",2,7,3.5,"(508) 238-0037","110 Center  StEaston, MA 02356","02356","99,682","123,583","12,966","Brockton"
"Good Days Restaurant","Breakfast & Brunch",2,60,3.5,"(508) 584-0077","99 S Main StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Brockton"
"Amelia s","Bars",1,67,4,"(781) 886-6125","217 Washington StStoughton, MA 02072","02072","69,340","81,997","27,342","Brockton"
"Mikes Real Deal Diner","Salad",3,26,4,"(857) 228-0506","1261 Park StStoughton, MA 02072","02072","69,340","81,997","27,342","Brockton"
