"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEAN_SAL","POP","city"
"Nathan Bills Bar & Restaurant","American (Traditional)",2,22,3,"(413) 737-6135","110 Island Pond RdSpringfield, MA 01118","01118","55,853","62,546","14,283","Springfiled"
"City Jakes Cafe","Breakfast & Brunch",2,5,4,"(413) 731-5077","1573 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Latinos Kitchen","Latin American",2,7,4,"(413) 737-2142","2757 Main StSpringfield, MA 01107","01107","23,557","33,974","11,615","Springfiled"
"Peppas Xpress","Pizza",1,14,4,"(413) 796-7859","1060 Wilbraham RdSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Brickhouse Tavern","American (New)",1,13,4,"(413) 363-2728","537 Main StSpringfield, MA 01151","01151","34,175","50,951","8,302","Springfiled"
"Palazzo Cafe","Italian",2,7,4.5,"(413) 731-0011","1350 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Tonys Pizza","Pizza",2,14,4.5,"(413) 732-6600","108 Boston RdSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Bamboo House","Vietnamese",2,46,3.5,"(413) 732-0741","676 Belmont AveSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Blake House Café","Cafes",2,4,4,"(413) 779-2199","21 Edwards StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Vinh Chau","Vietnamese",2,74,4,"(413) 731-8858","409 Dickinson StSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Queenies Island Cuisine and Grill","Caribbean",1,3,4.5,"(413) 363-0939","220 Worthington StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Frankie & Johnnies Pizza","Pizza",1,6,5,"(413) 734-6773","35 Island Pond RdSpringfield, MA 01118","01118","55,853","62,546","14,283","Springfiled"
"Texas Roadhouse","American (Traditional)",2,37,4,"(413) 782-8100","12 Mall StSpringfield, MA 01128","01128","63,177","66,605","3,040","Springfiled"
"Palate","Latin American",2,11,3.5,"(413) 363-2354","1168 Boston RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Primos Pizzeria","Pizza",1,4,4,"(413) 781-2119","824 Worthington StSpringfield, MA 01105","01105","17,756","27,144","12,816","Springfiled"
"Wings Over Springfield","American (Traditional)",2,36,5,"(413) 783-9464","1219 Parker StreetSpringfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"Sianos Pizzeria & Restaurant","Pizza",2,17,3.5,"(413) 782-0066","965 Boston RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Café Christo","Cafes",2,18,3.5,"(413) 733-7700","513 Belmont AveSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Petra","Hookah Bars",2,28,3.5,"(413) 787-0001","270 Worthington StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Hummingbird Restaurant","Caribbean",1,4,3.5,"(413) 734-3490","347 Orange StSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Main Garden","Cantonese",1,7,3.5,"(413) 782-1013","1911 Wilbraham RdSpringfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"Four Seasons Buffet","Buffets",2,14,4.5,"(413) 543-3333","1714 Boston RoadSpringfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"iPho","Sandwiches",1,3,3.5,"(413) 788-8878","2 Wilmont StSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Uno Pizzeria & Grill","Pizza",2,39,5,"(413) 733-1300","820 W Columbus AveSpringfield, MA 01105","01105","17,756","27,144","12,816","Springfiled"
"Cedar City Sandwiches","Lebanese",1,5,3,"(413) 301-8882","164 Spring StSpringfield, MA 01105","01105","17,756","27,144","12,816","Springfiled"
"Route 66 Diner","Diners",1,12,4.5,"(413) 737-4921","950 Bay StSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Parker Pizza","Pizza",2,11,3.5,"(413) 796-1111","1192 Parker StSpringfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"Christophers Tavern","Sports Bars",2,18,3.5,"(413) 363-0650","360 Cooley StSpringfield, MA 01128","01128","63,177","66,605","3,040","Springfiled"
"Hong Kong Garden","Chinese",1,8,3,"(413) 783-1281","475 Breckwood BlvdSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Pizza Palace","Pizza",1,12,4.5,"(413) 782-4771","1899 Wilbraham RdSpringfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"99 Restaurant & Pub","American (Traditional)",2,11,4.5,"(413) 731-9999","1371 Liberty StreetSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Donovans Irish Pub","Irish",2,13,4.5,"(413) 543-0791","1655 Boston RdSpringfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"Family Pizzeria & Restaurant","Pizza",2,22,3.5,"(413) 736-9146","715 Sumner AveSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Sol Karibe","Bars",1,4,4.5,"(413) 737-1217","1236 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"McCaffreys Public House","Irish",2,12,3.5,"(413) 787-9990","1171 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Sabor A Quisqueya Restaurant","Latin American",1,3,3,"(413) 736-3940","326 Saint James AveSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Ginger Blossom","Chinese",2,37,4,"(413) 783-8300","1203 Parker StSpringfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"Hana Saki","Sushi Bars",2,21,3.5,"(413) 783-3192","1404 Boston RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Golden Corral","American (Traditional)",2,53,3.5,"(413) 543-4600","436 Parker StSpringfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"La Fiorentina Pastry Shop","Bakeries",1,25,5,"(413) 732-3151","883 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"The New OBriens Corner","Sports Bars",2,7,4.5,"(413) 734-9832","1082 Page BlvdSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Taste of Lebanon","Lebanese",1,123,3.5,"(413) 363-0414","553 Main StWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"Tokyo Asian Fusion","Asian Fusion",2,43,4.5,"(413) 782-3333","415 Cooley StSpringfield, MA 01128","01128","63,177","66,605","3,040","Springfiled"
"Mom & Ricos Specialty Market","Grocery",1,3,3.5,"(413) 732-8941","899 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Old School Italian Pizzeria","Pizza",1,NA,4.5,"(413) 737-3333","770 Bay StSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Russs","Diners",1,9,5,"","15 Rimmon AveSpringfield, MA 01107","01107","23,557","33,974","11,615","Springfiled"
"El Caribeño","Dominican",1,2,3.5,"(413) 732-7979","858 State StSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Casa De Nana","Mexican",2,44,4.5,"(413) 783-1549","995 Boston RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Antonios Grinders","Pizza",1,14,3,"(413) 734-8822","17 Longhill StSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Olympic Deli Restaurant","Delis",1,7,2.5,"(413) 732-1600","232 Chestnut StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Samuels Sports Bar & J Quincys Restaurant","Bars",2,47,4.5,"(413) 731-7267","1000 W Columbus AveSpringfield, MA 01105","01105","17,756","27,144","12,816","Springfiled"
"Dynasty Restaurant","Chinese",1,6,3,"(413) 734-3949","5 Locust StSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Wong Wok","Chinese",2,37,4,"(413) 746-8084","749 Sumner AveSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Sophias Pizza & Sports Bar","Sports Bars",2,25,3.5,"(413) 782-5274","463 Breckwood BlvdSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Milano Importing","Grocery",1,5,2.5,"(413) 737-7367","988 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Peacock Chinese Restaurant","Chinese",2,18,3.5,"(413) 783-9996","338 Cooley StSpringfield, MA 01128","01128","63,177","66,605","3,040","Springfiled"
"99 Restaurant & Pub","Pubs",2,5,3.5,"(413) 273-8999","1655 Boston Road,Springfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"Raices Restaurant","Puerto Rican",2,3,4,"(413) 733-5618","1021 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Brunos Pizza 16 Acres","Pizza",2,10,3.5,"(413) 783-3333","1810 Wilbraham RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Ixtapa","Mexican",1,3,3.5,"","355 Belmont AveSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"The Federal","American (New)",3,112,4.5,"(413) 789-1267","135 Cooper StAgawam, MA 01001","01001","56,663","66,688","16,445","Springfiled"
"Cana Korean Restaurant","Korean",2,108,4.5,"(413) 592-1362","159 Grove StChicopee, MA 01020","01020","50,058","58,516","29,626","Springfiled"
"Sonic","American (New)",1,19,4.5,"","1057 Boston Post RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Cedars Food Mart & Grill","Grocery",1,13,3,"(413) 273-1215","405 Armory StSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Mi Antojito Bakery","Puerto Rican",1,NA,4.5,"(413) 781-2201","126 Walnut StSpringfield, MA 01105","01105","17,756","27,144","12,816","Springfiled"
"Asadero Del Caribe Grill & Restaurant","Latin American",2,NA,3.5,"(413) 301-5114","2757 Main StSpringfield, MA 01107","01107","23,557","33,974","11,615","Springfiled"
"Panda House","Chinese",2,11,5,"(413) 737-5599","1673 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Manna Chinese Restaurant","Chinese",1,3,3,"(413) 746-8880","441 Springfield StSpringfield, MA 01107","01107","23,557","33,974","11,615","Springfiled"
"Salerno Pizzeria","Pizza",1,18,3,"(413) 733-4382","747 Liberty StSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Village Pizza","Pizza",1,9,4.5,"(413) 732-4700","7 Audubon StSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Jack Chen II Chinese Restaurant","Ethnic Food",3,15,2.5,"(413) 782-5858","1193 Sumner AveSpringfield, MA 01118","01118","55,853","62,546","14,283","Springfiled"
"Lattitude Restaurant","American (New)",2,117,3.5,"(413) 241-8888","1338 Memorial AveWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"Uno Pizzeria & Grill","Pizza",2,16,4,"(413) 543-6600","1722 Boston Rd.Springfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"2 Guys Pizzeria","Pizza",2,5,3,"(413) 736-0422","477 Page BlvdSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Munich Haus","German",2,116,3.5,"(413) 594-8788","13 Center StChicopee, MA 01013","01013","36,578","46,179","22,907","Springfiled"
"Max Burger","Burgers",2,135,4.5,"(413) 798-0101","684 Bliss RdLongmeadow, MA 01106","01106","91,889","134,662","15,880","Springfiled"
"Napoli Restaurant & Pizzeria","Pizza",2,2,4,"(413) 782-7030","1633 Bay StSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Wong Wok House At Berkshire Ave","Chinese",1,5,5,"(413) 827-8668","309 Berkshire AveSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Mykonos II","Mediterranean",1,3,3.5,"(413) 543-3675","1655 Boston RdSpringfield, MA 01129","01129","58,704","66,403","6,982","Springfiled"
"Zonins Market","Italian",1,NA,4,"(413) 732-1055","883 Main StSpringfield, MA 01105","01105","17,756","27,144","12,816","Springfiled"
"Friendlys","Burgers",2,13,5,"(413) 737-8719","65 Sumner AvenueSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Brick City Pizza","Pizza",1,2,2,"(413) 746-0600","220 Worthington StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"El Morro Bakery and Restaurant","Bakeries",1,6,3.5,"(413) 737-1418","599 Page BlvdSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Fat Cat Bar & Grill","American (Traditional)",1,5,3.5,"(413) 734-0554","232 Worthington StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Bottega Cucina","Italian",2,106,3,"(413) 732-2500","46 Morgan RdWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"Pennys Southern Style Soul Food","Soul Food",2,6,4,"(413) 301-8178","606 Page BlvdSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Santiago Family Restaurant","Spanish",2,63,3.5,"(413) 562-0210","34 Franklin StWestfield, MA 01085","01085","57,598","68,897","40,392","Springfiled"
"Blue Water Sushi","Sushi Bars",2,56,4.5,"(413) 610-1167","325 E StLudlow, MA 01056","01056","63,318","72,027","21,205","Springfiled"
"Popeyes","Southern",1,7,4.5,"(413) 782-1000","625 Boston RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Boston Market","Comfort Food",1,3,2.5,"(413) 783-1900","1387 Boston RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Classic Burgers","Burgers",1,56,4.5,"(413) 363-1654","1261 Westfield StWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"Paramount Pizza","Pizza",1,7,4,"(413) 733-0300","1659 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Patsys Pizzeria & Restaurant","Italian",2,12,2.5,"(413) 739-0275","600 N Main StEast Longmeadow, MA 01028","01028","80,252","94,891","14,143","Springfiled"
"Golden Pizza","Pizza",2,4,3.5,"(413) 783-1109","1350 Allen StSpringfield, MA 01118","01118","55,853","62,546","14,283","Springfiled"
"Pizza Works","Pizza",2,6,2,"(413) 785-1300","459 Dickinson StSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Nickys Pizza","Pizza",1,49,2,"(413) 786-9977","1000 Main StAgawam, MA 01001","01001","56,663","66,688","16,445","Springfiled"
"Ume Asian Bistro","Sushi Bars",1,53,4.5,"(413) 565-5088","732 Bliss RdLongmeadow, MA 01106","01106","91,889","134,662","15,880","Springfiled"
"Empire Pizza","Pizza",2,4,4,"(413) 732-3500","139 Dwight StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Crepes Tea House","Coffee & Tea",2,122,3,"(413) 304-2052","261 Union StWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"Cafe Manhattan","Restaurants",2,NA,4,"(413) 737-7913","301 Bridge StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Lucky Kitchen","Chinese",3,NA,5,"(413) 746-1999","42 Berkshire AveSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Cals Wood Fire Grill & Bar","Seafood",2,106,3,"(413) 827-9353","1068 Riverdale StWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"El Forastero Mexican Food","Mexican",2,44,3.5,"(413) 455-3297","360 N Westfield StAgawam, MA 01030","01030","71,106","81,727","11,702","Springfiled"
"Coughlins Place","Breakfast & Brunch",2,44,3.5,"(413) 525-1899","182 N Main StEast Longmeadow, MA 01028","01028","80,252","94,891","14,143","Springfiled"
"White Hut","Burgers",1,115,4.5,"(413) 736-9390","280 Memorial AvenueWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"Pintus Indian Restaurant","Indian",1,82,4,"(413) 788-4929","25 Park AveWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"The Tipping Cow","American (New)",2,3,3.5,"(413) 827-7862","755 Liberty StSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Food Zone International Supermarket","Grocery",1,11,5,"(413) 566-6874","355 Belmont AveSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Quickys Restaurant","American (Traditional)",2,13,3.5,"(413) 592-4786","2 Springfield StChicopee, MA 01013","01013","36,578","46,179","22,907","Springfiled"
"Murphys Pop Stop","Diners",1,NA,4.5,"(413) 734-7950","74 Island Pond RdSpringfield, MA 01118","01118","55,853","62,546","14,283","Springfiled"
"Petes Daily Food","Caribbean",2,2,3,"(413) 827-8388","259 Bay StSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Dominos Pizza","Pizza",2,27,3.5,"(413) 734-7154","907 Sumner AveSpringfield, MA 01118","01118","55,853","62,546","14,283","Springfiled"
"1600 Main Street - International Biergarten","Lounges",1,5,4,"(413) 301-3575","1600 Main StSpringfield, MA 01103","01103","16,963","25,747","2,731","Springfiled"
"Fernandez Family Restaurant","Spanish",1,16,5,"(413) 532-1139","161 High StHolyoke, MA 01040","01040","35,549","43,615","39,827","Springfiled"
"Bella Milano","Pizza",2,2,3.5,"(413) 746-4700","27 St James BlvdSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"E Bs Speciality Chicken Restaurant","American (Traditional)",2,27,4,"(413) 789-3525","385 Walnut St ExtAgawam, MA 01001","01001","56,663","66,688","16,445","Springfiled"
"Priya Indian Cuisine","Indian",2,88,4.5,"(413) 594-5555","460 Memorial DrChicopee, MA 01020","01020","50,058","58,516","29,626","Springfiled"
"Applebees","American (Traditional)",2,8,2,"(413) 796-8183","1349 Boston RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Six Corners Pizza and Sandwich Shop","Pizza",1,NA,1,"(413) 733-6443","130 Walnut StSpringfield, MA 01105","01105","17,756","27,144","12,816","Springfiled"
"Bueno Y Sano","Mexican",2,27,3.5,"(413) 737-1259","935 Riverdale StWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"906 Homwin Chinese Restaurant","Chinese",1,36,4,"(413) 783-8906","906 Boston RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Hofbrauhaus","German",2,4,1.5,"(413) 737-4905","1105 Main StWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"Antonios Grinders","Pizza",1,32,4,"(413) 734-1719","1030 State StSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Frontera Grill","Mexican",2,6,2,"(413) 612-2800","1625 Memorial DrChicopee, MA 01020","01020","50,058","58,516","29,626","Springfiled"
"Pane Dolcetti","Coffee & Tea",1,102,4,"(413) 271-1225","2133 Boston RdWilbraham, MA 01095","01095","89,486","101,878","13,572","Springfiled"
"Rachaels Brand Smoked Fish","Seafood",1,45,4.5,"(800) 327-3412","150 Switzer AveSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Golden Krust Bakery & Grill","Caribbean",1,NA,4,"(413) 731-7720","320 Wilbraham RdSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Pizza Makers","Pizza",2,27,3.5,"(413) 783-6126","1826 Allen StSpringfield, MA 01118","01118","55,853","62,546","14,283","Springfiled"
"Master Chef","Sushi Bars",2,8,3.5,"(413) 322-0993","461 Granby RdSouth Hadley, MA 01075","01075","63,053","76,027","17,179","Springfiled"
"Dennys","American (Traditional)",2,43,4.5,"(413) 782-3300","1284 Boston RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Chicharron Restaurant","Restaurants",2,13,1,"(413) 205-2188","494 Central StSpringfield, MA 01105","01105","17,756","27,144","12,816","Springfiled"
"Kennedy Fried Chicken","Mediterranean",1,NA,5,"(413) 733-4205","1003 st james aveSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Buona Vita Bar & Grille","Pizza",2,42,4,"(860) 749-5903","284 N Maple StEnfield, CT 06082","06082","69,603","78,237","44,654","Springfiled"
"Peppos Pizza","Pizza",2,13,5,"(413) 789-9066","421 Springfield StAgawam, MA 01001","01001","56,663","66,688","16,445","Springfiled"
"Ericas Hall of Fame Kitchen","Soul Food",2,NA,5,"(413) 391-7072","666 State StreetSpringfield, MA 01109","01109","34,638","44,049","30,683","Springfiled"
"Pasquales Restaurant & Tavern","American (Traditional)",2,27,3.5,"(413) 438-6387","642 N Main StEast Longmeadow, MA 01028","01028","80,252","94,891","14,143","Springfiled"
"Sweet Cakes By Tanya","Desserts",2,27,3.5,"(413) 821-5109","672 Dickinson StSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"Ale House","American (Traditional)",2,10,5,"(413) 736-6969","536 Worthington StSpringfield, MA 01105","01105","17,756","27,144","12,816","Springfiled"
"Fu Soun Chinese Restaurant","Chinese",3,5,1.5,"(413) 732-4023","494 Central StSpringfield, MA 01105","01105","17,756","27,144","12,816","Springfiled"
"Cold Harbor Seafood & Market","Seafood",2,NA,5,"(860) 763-0522","465 Taylor RdEnfield, CT 06082","06082","69,603","78,237","44,654","Springfiled"
"MeatBall Kitchen","Comfort Food",2,27,3.5,"(413) 271-1251","2000 Boston RdWilbraham, MA 01095","01095","89,486","101,878","13,572","Springfiled"
"Cocochi Asian Cuisine","Sushi Bars",2,35,4,"(413) 786-2777","760 Springfield StFeeding Hills, MA 01030","01030","71,106","81,727","11,702","Springfiled"
"McDonalds Hamburgers","Restaurants",1,10,4.5,"(413) 783-2328","809 Boston RdSpringfield, MA 01119","01119","45,184","52,187","13,170","Springfiled"
"Memos Restaurant & Catering","Coffee & Tea",1,NA,2,"(413) 739-8420","1272 Memorial AveWest Springfield, MA 01089","01089","53,711","64,226","27,894","Springfiled"
"Khi & Elis Food for the Soul","Soul Food",1,79,4,"(413) 732-0860","882 Sumner AveSpringfield, MA 01108","01108","37,411","48,866","26,060","Springfiled"
"The Grill At the Boulevard","American (Traditional)",1,2,4.5,"(413) 732-0904","664 page blvdSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Main Wok Chinese Restaurant","Chinese",2,8,3,"(413) 731-8888","590 Page BlvdSpringfield, MA 01104","01104","35,380","43,969","22,078","Springfiled"
"Sarapes Restaurant","Mexican",2,100,4,"(860) 745-7781","917 Enfield StEnfield, CT 06082","06082","69,603","78,237","44,654","Springfiled"
