"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEAN_SAL","POP","city"
"Shaking Crab","Cajun/Creole",3,79,3.5,"(617) 795-1630","203 Adams St.  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Tango Mango","Mexican",1,124,3,"(617) 969-8100","1191 Centre St  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Cabots Ice Cream & Restaurant","Ice Cream & Frozen Yogurt",1,349,4,"(617) 964-9200","743 Washington St  Newton, MA 02460","02460","107,495","140,026","8,772","Newton"
"Jean And Lee Kitchen","Szechuan",2,72,3.5,"(617) 558-2888","108 Oak St  Newton, MA 02464","02464","81,143","111,517","2,958","Newton"
"Chung Shin Yuan","Taiwanese",2,129,3.5,"(617) 964-0111","183 California St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Dumpling House","Chinese",2,29,3.5,"(617) 969-2800","870 Walnut St  Newton, MA 02461","02461","110,373","149,143","6,599","Newton"
"Mediterranean Grill","Mediterranean",2,19,3.5,"(617) 332-5444","549 Commonwealth Ave  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Sangria Restaurante, Tapas & Bar","Spanish",2,17,4.5,"(617) 965-0026","398 Watertown St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Bills Pizzeria","Pizza",2,151,3.5,"(617) 964-1116","753 Beacon St  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Karoun","Middle Eastern",3,50,3.5,"(617) 964-3400","839 Washington St  Newton, MA 02460","02460","107,495","140,026","8,772","Newton"
"B.good","Burgers",2,31,3.5,"","71 Needham St  Newton, MA 02461","02461","110,373","149,143","6,599","Newton"
"Mick Morgans","Irish",2,86,3.5,"(617) 795-0136","118 Needham St  Newton, MA 02464","02464","81,143","111,517","2,958","Newton"
"BOKX 109 American Prime","Steakhouses",3,184,3.5,"(617) 454-3399","399 Grove St  Newton, MA 02462","02462","134,119","208,054","1,679","Newton"
"D & A House of Pizza","Pizza",1,57,3,"(617) 527-0203","308 Watertown St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"C & N Pizza","Pizza",1,15,4,"(617) 244-5150","437 Centre St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Tokyo Japanese Steakhouse","Japanese",2,69,4.5,"(617) 454-4507","199 Boylston St  Newton, MA 02467","02467","130,044","220,734","15,408","Newton"
"Barrys Village Deli","Delis",2,89,3,"(617) 527-8244","6 Windsor Rd  Newton, MA 02468","02468","166,454","240,445","5,429","Newton"
"Blackers Bakeshop","Bakeries",1,25,3,"(617) 332-2008","543 Commonwealth Ave  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Trutonys Deli","Delis",1,13,3.5,"(617) 964-1445","386 Langley Rd  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Ginger Root Chinese Cuisine","Asian Fusion",2,75,3.5,"(617) 928-3337","136 Adams St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"DePasquales At Night Caps Corner","Delis",1,11,3.5,"(617) 916-1842","339 River Street  Newton, MA 02465","02465","110,531","158,982","11,789","Newton"
"Fortune Panda","Chinese",1,25,4,"(617) 527-8100","387 Boylston St  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"The Bagel Place","Delis",1,13,3,"(617) 467-4244","300 Needham St  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Tommy Doyles","Pubs",2,85,4.5,"(617) 795-7201","349 Watertown St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Modern Rotisserie","American (Traditional)",2,17,3.5,"","244 Needham St  Newton, MA 02461","02461","110,373","149,143","6,599","Newton"
"Green Tea Restaurant","Chinese",2,120,3.5,"(617) 965-2260","24 Elliot St  Newton, MA 02461","02461","110,373","149,143","6,599","Newton"
"Guiseppes Sub Shop","Sandwiches",1,15,3.5,"(617) 527-9624","309 Watertown St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Bertuccis","Italian",2,91,4,"(617) 244-4900","275 Centre St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Shing Yee Restaurant","Chinese",2,51,3.5,"(617) 332-0888","1255 Washington St  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Chipotle Mexican Grill","Mexican",1,45,3.5,"(617) 244-5011","300 Needham St  Newton, MA 02461","02461","110,373","149,143","6,599","Newton"
"The Depot Coffee Shop","Restaurants",1,13,3,"(617) 332-9075","1225 Chestnut St  Newton, MA 02464","02464","81,143","111,517","2,958","Newton"
"Fresh City","Juice Bars & Smoothies",1,57,4,"(617) 244-7071","241 Needham St  Newton, MA 02464","02464","81,143","111,517","2,958","Newton"
"Corner Cafe","Greek",1,16,3,"(617) 527-9835","321 Washington St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"4 Corners Pizza","Pizza",1,20,3,"(617) 332-3222","1140 Beacon St  Newton, MA 02461","02461","110,373","149,143","6,599","Newton"
"Five Guys Burgers and Fries","Burgers",1,16,3,"(617) 332-5555","215 Needham St  Newton, MA 02464","02464","81,143","111,517","2,958","Newton"
"Raviolis Brick Oven Pizzaria","Pizza",1,43,3.5,"(617) 558-1600","1134 Beacon St  Newton, MA 02461","02461","110,373","149,143","6,599","Newton"
"Newton Pizza House","Pizza",1,33,2.5,"(617) 332-5056","57 Lincoln St  Newton, MA 02461","02461","110,373","149,143","6,599","Newton"
"Martys Liquor","Beer, Wine & Spirits",2,110,3.5,"(617) 332-1230","675 Washington St  Newton, MA 02460","02460","107,495","140,026","8,772","Newton"
"Eddies Breakfast & Lunch","Breakfast & Brunch",1,40,3.5,"(617) 964-3277","394 Watertown St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Sandwich Works","Sandwiches",1,48,3.5,"(617) 332-6777","827 Beacon St  Newton Center, MA 02459","02459","128,598","176,962","18,940","Newton"
"Newtonville Pizza","Pizza",1,22,4.5,"(617) 969-9842","322 Walnut St.  Newton, MA 02460","02460","107,495","140,026","8,772","Newton"
"51 Lincoln","American (New)",3,191,3,"(617) 965-3100","51 Lincoln St  Newton Highlands, MA 02461","02461","110,373","149,143","6,599","Newton"
"Plates Cafe","Sandwiches",1,14,4,"(617) 969-1976","1 Wells Ave  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Zheng Garden","Chinese",2,6,3,"(617) 969-9019","1351 Washington St  Newton, MA 02465","02465","110,531","158,982","11,789","Newton"
"OHaras Food & Spirits","American (Traditional)",2,165,2.5,"(617) 965-6785","1185 Walnut St  Newton Highlands, MA 02461","02461","110,373","149,143","6,599","Newton"
"Taqueria El Amigo","Mexican",1,370,4,"(781) 642-7410","196 Willow StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Blue Ribbon BBQ","Barbeque",2,421,4.5,"(617) 332-2583","1375 Washington StWest   Newton, MA 02465","02465","110,531","158,982","11,789","Newton"
"Fiorellas","Italian",2,349,4,"(617) 969-9990","187 North St  Newtonville, MA 02460","02460","107,495","140,026","8,772","Newton"
"El Pelon Taqueria","Mexican",1,324,3.5,"(617) 779-9090","2197 Commonwealth AveBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Oath Craft Pizza","Pizza",2,18,4,"(617) 467-4232","210 Boylston StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"Super Fusion Cuisine","Sushi Bars",2,270,3.5,"(617) 393-0008","54 Mt Auburn StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Jims Deli & Restaurant","Delis",1,389,4.5,"(617) 787-2626","371 Washington StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"The Diner at 11 North Beacon","Diners",2,136,4.5,"(617) 923-2369","11 N Beacon StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Chestnut Hill Restaurant","Breakfast & Brunch",1,16,4.5,"(617) 738-8654","616 Hammond StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"Twelve Hours","Asian Fusion",2,30,5,"(617) 202-5108","559 Washington StreetBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Nespresso Boutique At Bloomingdales","Cafes",2,8,5,"(800) 562-1465","225 Boylston St  Newton, MA 02467","02467","130,044","220,734","15,408","Newton"
"Aji","Japanese",2,104,4,"(617) 965-2801","340 Walnut St  Newtonville, MA 02460","02460","107,495","140,026","8,772","Newton"
"Fleck","Cafes",1,24,4.5,"(617) 467-5904","1169 Walnut St  Newton Highlands, MA 02461","02461","110,373","149,143","6,599","Newton"
"Paddys","Bars",1,127,4,"(617) 965-6444","95 Elm StWest   Newton, MA 02465","02465","110,531","158,982","11,789","Newton"
"Dates & Olives","Mediterranean",1,69,4.5,"(617) 515-0010","160 Chestnut Hill AveBoston, MA 02135","02135","52,714","64,682","41,833","Newton"
"Esperia Grill","Greek",1,292,4.5,"(617) 254-8337","344 Washington StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Jumbo Seafood","Seafood",2,82,3,"(617) 332-3600","10 Langley Rd  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Bottega Fiorentina","Italian",2,218,4.5,"","Centre St  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"The Gaff","Pubs",2,122,4,"(781) 209-5600","467 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Amarin of Thailand","Thai",2,80,4.5,"(617) 527-5255","287 Centre St  Newton Corner, MA 02458","02458","90,740","123,497","12,603","Newton"
"Thai North Restaurant","Thai",2,165,3.5,"(617) 254-2025","433 Faneuil StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Meat Spot","Delis",2,120,4,"(617) 923-9730","28 Mt Auburn StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"The Biltmore Bar & Grille","Pubs",1,232,4.5,"(617) 527-2550","1205 Chestnut St  Newton Upper Falls, MA 02464","02464","81,143","111,517","2,958","Newton"
"Teresa Market","Mexican",2,15,3.5,"(617) 202-5074","571 Washington StreetBoston, MA 02135","02135","52,714","64,682","41,833","Newton"
"Annas Taqueria","Mexican",1,12,5,"(617) 964-0042","27 Lincoln St  Newton Highlands, MA 02461","02461","110,373","149,143","6,599","Newton"
"Dash Cafe","Cafes",1,110,4,"(617) 254-2797","5 Henshaw StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Newtons Nectar","Cafes",1,NA,4.5,"(617) 964-0609","87 Union Street  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Dominos Pizza","Pizza",1,25,5,"(617) 332-7222","880 Walnut St  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Fiouna Catering","Persian/Iranian",2,7,1.5,"(617) 527-2717","367 California St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Fiorellas Express","Italian",2,117,3.5,"(617) 783-0999","2 Tremont StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Masaos Kitchen","Vegetarian",3,189,3,"(781) 647-7977","581 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Edamame","Steakhouses",2,88,4.5,"(617) 916-0693","171 Watertown StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Strip-Ts Restaurant","Sandwiches",2,100,3.5,"(617) 923-4330","93 School StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Shogun Restaurant","Japanese",2,313,4,"(617) 965-6699","1385 Washington StWest   Newton, MA 02465","02465","110,531","158,982","11,789","Newton"
"Panera Bread","Sandwiches",2,60,4,"(617) 559-9850","1241 Centre Street  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Sushi 55","Japanese",1,48,3,"(617) 964-3500","1138 Beacon St  Newton, MA 02461","02461","110,373","149,143","6,599","Newton"
"Brick Fire Pizza Co.","Pizza",2,5,3.5,"(617) 467-4799","1214 Chestnut St  Newton, MA 02464","02464","81,143","111,517","2,958","Newton"
"sweetgreen","Salad",2,76,4,"(617) 916-0788","210 Boylston StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"Hoshi Ya","Japanese",2,98,4,"(617) 254-8808","529 Washington StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Brickhouse Pizza & Grille","Pizza",1,175,4,"(617) 789-5559","256 Washington StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Besito Mexican","Mexican",2,150,3,"(617) 527-1155","199 Boylston StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"Gustazo Cuban Restaurant & Cafe","Cafes",2,139,3.5,"(855) 487-8296","663 Main StWaltham, MA 02451","02451","78,675","95,995","17,553","Newton"
"Moodys Delicatessen & Provisions","Delis",2,198,4.5,"(781) 216-8732","468 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Sweet Tomatoes Pizza","Pizza",2,140,4,"(617) 558-0222","47 Langley Rd  Newton Center, MA 02459","02459","128,598","176,962","18,940","Newton"
"Brelundi","Italian",2,66,4,"(781) 788-8805","16 Felton StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Papa Ginos Pizzeria","Pizza",2,15,4.5,"(857) 255-2231","188 Needham St  Newton, MA 02464","02464","81,143","111,517","2,958","Newton"
"Amuleto","Mexican",2,76,3,"(781) 996-5070","484 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Seasons 52","American (New)",2,145,4,"(617) 558-1152","220 Boylston StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"Mi Tierra","Salvadoran",2,75,3,"(781) 894-5676","585 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Kareems Restaurant","Middle Eastern",3,21,4,"(617) 393-1880","99 Common StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Panela de Barro","Brazilian",1,53,4,"(781) 209-1888","229   Newton StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Bangkok Bistro","Thai",2,70,4.5,"(617) 903-4085","433 Washington StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Barcelona Brookline","Tapas/Small Plates",3,700,4,"(617) 264-8900","1700 Beacon StBrookline, MA 02446","02446","67,338","105,307","24,351","Newton"
"Moldova Restaurant","Modern European",2,10,4.5,"(617) 916-5245","344 Watertown St  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Red Bird","American (New)",3,140,4.5,"(781) 891-5486","361 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Tri-City Wings & Grill","Chicken Wings",2,67,4,"(617) 244-8220","197 North St  Newtonville, MA 02460","02460","107,495","140,026","8,772","Newton"
"@Chilli Thai Bistro","Thai",2,73,4,"(617) 254-2254","1799 Commonwealth AveBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"McDonalds","Fast Food",1,17,4,"(617) 527-3570","111 Needham St  Newton, MA 02464","02464","81,143","111,517","2,958","Newton"
"Greenhouse Kitchen","Pizza",1,45,2,"(617) 903-3097","435 Faneuil StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Branch Line","American (New)",3,69,3,"(617) 420-1900","321 Arsenal StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"NY Pie","Pizza",1,109,4,"(781) 373-1548","934 Moody StWaltham, MA 02452","02452","67,088","84,728","12,642","Newton"
"Shake Shack","Burgers",2,385,4,"(617) 651-3406","49 Boylston StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"Great Harvest Bread Company","Bakeries",1,50,3.5,"(617) 928-1162","316 Walnut St  Newtonville, MA 02460","02460","107,495","140,026","8,772","Newton"
"Takara Sushi","Sushi Bars",2,66,4,"(617) 332-7898","1180 Walnut St  Newton Highlands, MA 02461","02461","110,373","149,143","6,599","Newton"
"Cafe St Petersburg","Russian",2,59,4,"(857) 702-8443","57 Union St  Newton Center, MA 02459","02459","128,598","176,962","18,940","Newton"
"Wok n Talk","Chinese",2,14,4,"(617) 903-3630","525 Washington StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"ANI Catering & Cafe","Middle Eastern",1,102,4.5,"(617) 484-6161","687 Belmont StBelmont, MA 02478","02478","95,269","133,543","24,296","Newton"
"Karibu","African",2,62,4.5,"(781) 899-7444","10 Crescent StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Cha Yen Thai Cookery","Thai",1,137,4.5,"(617) 393-0031","613 Mt Auburn StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"In a Pickle","American (Traditional)",2,254,4,"(781) 891-1212","265 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Ronans Deli","Irish",1,17,4.5,"(617) 987-0191","243 Faneuil StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Alexs Kitchen","Sandwiches",2,24,4.5,"(617) 393-9898","107 Nichols AveWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"The Cottage Chestnut Hill","American (New)",2,186,3,"(617) 916-5413","47 Boylston StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"Brio Tuscan Grille","Italian",2,98,3,"(617) 795-7150","200 Boylston StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"New Ginza","Sushi Bars",2,248,4,"(617) 923-2100","65 Galen StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Otake Sushi Bistro","Japanese",2,32,3.5,"(617) 332-0690","15 Lincoln St  Newton Highlands, MA 02461","02461","110,373","149,143","6,599","Newton"
"Watertown Diner","Diners",1,94,3.5,"(617) 926-4975","212 N Beacon StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Mango Thai","Thai",1,53,3.5,"(617) 630-8101","115 Elm StWest   Newton, MA 02465","02465","110,531","158,982","11,789","Newton"
"O-Sha","Japanese",2,83,4,"(617) 923-0123","356 Arsenal StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Subway","Sandwiches",1,10,3,"(617) 244-7827","1185 Centre St  Newton, MA 02459","02459","128,598","176,962","18,940","Newton"
"Jins Asian Cuisine & Sushi Bar","Asian Fusion",2,105,2,"(781) 237-5888","11 Washington StWellesley, MA 02481","02481","173,681","243,579","14,503","Newton"
"Charcoal Guidos","Italian",2,159,3.5,"(781) 373-2733","482 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Pizza Etc","Pizza",1,137,4,"(617) 254-2022","429 Faneuil StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Papa Ginos Pizzeria","Pizza",1,20,4,"(617) 332-3133","191 A Watertown St  Newton, MA 02464","02464","81,143","111,517","2,958","Newton"
"Bistro781","Bars",2,67,3,"(781) 899-0297","336 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"La Campania","Italian",3,152,4,"(781) 894-4280","504 Main StWaltham, MA 02452","02452","67,088","84,728","12,642","Newton"
"The Backroom","American (New)",3,36,4,"(781) 216-8732","468 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Jocos Bar & Kitchen","Bars",2,67,4,"(781) 894-1300","450 Moody StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Wild Willys Burgers","American (Traditional)",2,308,4,"(617) 926-9700","46 Arsenal StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Oishii Sushi Bar","Sushi Bars",3,315,3,"(617) 277-7888","612 Hammond StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"The Capital Grille","Steakhouses",3,194,4.5,"(617) 928-1400","250 Boylston StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"Crown Cafe","Sandwiches",4,41,4,"(617) 923-9219","106 Main StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Spot Cafe","French",1,140,4,"(617) 923-2339","385 Main StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Bernards","Chinese",1,141,4,"(617) 738-3388","55 Boylston StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"McDonalds Travel Plaza","Burgers",2,3,3.5,"(617) 332-1771","Rte 128 S  Newton, MA 02458","02458","90,740","123,497","12,603","Newton"
"Bocca Bella Cafe & Bistro","Italian",2,46,1.5,"(617) 928-1200","442 Lexington StAuburndale, MA 02466","02466","115,116","167,280","7,010","Newton"
"Del Friscos Grille","American (New)",3,98,4,"(617) 608-3682","33 Boylston StChestnut Hill, MA 02467","02467","130,044","220,734","15,408","Newton"
"Sakura Japanese Restaurant","Japanese",2,71,3,"(781) 216-8922","5 Pine StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"The Wok","Chinese",2,74,4,"(781) 235-0238","180 Worcester StWellesley, MA 02481","02481","173,681","243,579","14,503","Newton"
"Taqueria Mexico","Mexican",1,474,4,"(781) 893-2205","24 Charles StWaltham, MA 02453","02453","59,067","75,080","29,043","Newton"
"Cherry Tree Bar and Grille","American (New)",2,38,3.5,"(617) 965-9796","1349 Washington StWest   Newton, MA 02465","02465","110,531","158,982","11,789","Newton"
"La Casa De Pedro","Venezuelan",2,397,3.5,"(617) 923-8025","343 Arsenal StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Eagles Deli","Delis",1,341,3.5,"(617) 731-3232","1918 Beacon StBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Moogys Restaurant","Sandwiches",1,141,3.5,"(617) 254-8114","154 Chestnut Hill AveBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Tasca","Spanish",2,763,4,"(617) 730-8002","1612 Commonwealth AveBrighton, MA 02135","02135","52,714","64,682","41,833","Newton"
"Brothers Pizza & Restaurant","Pizza",1,28,4,"(781) 444-5060","201 Reservoir StNeedham, MA 02494","02494","104,492","139,639","8,885","Newton"
"Little Thai Cafe","Thai",2,62,3.5,"(617) 926-3323","51 Main StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Ixtapa Mexican Grill & Cantina","Mexican",2,37,3.5,"(617) 744-6585","18 Mt Auburn StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
"Not Your Average Joes","American (New)",2,288,3.5,"(617) 926-9229","55 Main StWatertown, MA 02472","02472","74,968","89,065","32,913","Newton"
