"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEAN_SAL","POP","city"
"McCabes on Mass","American (New)",2,103,4,"(617) 945-7115","2046 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Area Four","Pizza",2,553,4,"(617) 758-4444","500 Technology Sq  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Rangzen Tibetan Restaurant","Himalayan/Nepalese",2,310,4,"(617) 354-8881","24 Pearl St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"The Village Kitchen","Italian",2,98,4,"(617) 491-3133","359 Huron Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Rod Dee Thai Cuisine","Thai",1,264,4.5,"(617) 374-9252","1906 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Cambridge Common","American (Traditional)",2,545,4,"(617) 547-1228","1667 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Clover","Vegetarian",1,137,4,"","5   Cambridge Ctr  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"City Girl Café","Italian",2,341,4.5,"(617) 864-2809","204 Hampshire St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"The Abbey","American (New)",2,111,3.5,"(617) 714-4944","1755 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"West Side Lounge","Lounges",2,288,4,"(617) 441-5566","1680 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Court House Seafood Restaurant","Seafood Markets",2,154,4,"(617) 491-1213","498   Cambridge St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"Cambridge, 1.","Pizza",2,404,4,"(617) 576-1111","27 Church St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Kolbeh of Kabob","Middle Eastern",2,176,4,"(617) 876-9400","1500   Cambridge St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Cafe Sushi","Sushi Bars",2,377,4,"(617) 492-0434","1105 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Life Alive","Vegetarian",2,976,4,"(617) 354-5433","765 Mass Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Craigie On Main","American (New)",4,1024,4.5,"(617) 497-5511","853 Main St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Brookline Lunch","Diners",1,309,4,"(617) 354-2983","9 Brookline St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Central Kitchen","American (New)",3,341,4,"(617) 491-5599","567 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Helmand Restaurant","Afghan",2,686,4,"(617) 492-4646","143 1st St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Newtowne Variety","Sandwiches",1,49,4.5,"(617) 868-5112","93 Windsor St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Cambridge Deli & Grill","Delis",1,33,4.5,"(617) 868-6740","90 River St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Chutneys","Indian",1,218,4,"(617) 491-2545","36 John F Kennedy St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Shanghai Fresh","Shanghainese",2,48,4,"(617) 868-8877","735 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"The Field","Pubs",1,293,4,"(617) 354-7345","20 Prospect St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Darwins Ltd","Delis",1,382,4,"(617) 354-5233","148 Mt Auburn St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Viale","American (New)",3,108,4,"(617) 576-1900","502 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Bon Me","Vietnamese",1,122,4,"(617) 945-2615","1 Kendall Sq  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Dumpling House","Chinese",2,257,3.5,"(617) 661-8066","950 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Dumpling House","Chinese",2,257,3.5,"(617) 661-8066","950 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Izzys Restaurant & Sub Shop","American (Traditional)",1,98,3.5,"(617) 661-3910","169 Harvard St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Felipes Taqueria","Mexican",1,178,4,"(617) 354-9944","21 Brattle St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Baraka Café","African",2,282,3.5,"(617) 868-3951","80 1/2 Pearl St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"LImpasto","Italian",2,154,4,"(617) 491-1901","2263 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"BISq","American (New)",3,66,4,"(617) 714-3693","1071   Cambridge St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Yume Wo Katare","Ramen",2,481,4,"(617) 714-4008","1923 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"The Rising","Sports Bars",2,27,4,"(617) 714-4130","1172   Cambridge St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Tampopo","Japanese",1,133,4.5,"(617) 868-5457","1815 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"State Park","American (New)",2,166,4,"(617) 848-4355","1 Kendall Sq  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Fiorellas Express","Pizza",2,39,3.5,"(617) 868-9900","2401 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Study","American (New)",3,49,4,"(617) 374-0700","73 Ames St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"All Star Sandwich Bar","Sandwiches",2,530,4.5,"(617) 868-3065","1245   Cambridge St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Shabu & Mein","Hot Pot",2,249,4,"(617) 577-7888","148 1st St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Ames Street Deli","Bakeries",2,88,4,"(617) 374-0701","73 Ames St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Petsi Pies","Cafes",1,28,4,"(617) 945-5278","594   Cambridge St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"Clover","Coffee & Tea",1,93,4.5,"","1075   Cambridge St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"Bonchon","Korean",2,296,4,"(617) 868-0981","57 John F Kennedy St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"The Friendly Toast","Breakfast & Brunch",2,1395,3.5,"(617) 621-1200","1 Kendall Sq  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Thelonious Monkfish","Sushi Bars",2,490,3.5,"(617) 441-2116","524 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Gran Gusto","Italian",2,235,3.5,"(617) 441-0400","90 Sherman St  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Tahaza Hummus Kitchen","Mediterranean",2,41,4,"(857) 259-6960","1 Canal Park  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"House of Chang","Chinese",2,219,4.5,"(617) 547-9888","282 Concord Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Dimitrios Cuisine","Greek",1,61,4,"(617) 876-3272","272 Brookline St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Grafton Street","American (Traditional)",2,634,4,"(617) 497-0400","1230 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Petsi Pies","Bakeries",1,238,3.5,"(617) 499-0801","31 Putnam Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Mix-It Restaurant - Sushi Bar","Sushi Bars",2,90,4,"(617) 547-0212","1678 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Curio Coffee","Coffee & Tea",1,30,4,"(857) 242-3018","441   Cambridge St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"SOFRA Bakery & Cafe","Middle Eastern",2,505,5,"(617) 661-3161","1 Belmont St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Lord Hobo","Bars",2,492,4,"(617) 250-8454","92 Hampshire St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"The Half-Shell","Pizza",1,54,4,"(617) 876-9596","1760 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"The Similans","Thai",2,391,4,"(617) 491-6999","145 1st St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"The Squeaky Beaker","Cafes",1,71,4,"(617) 679-0108","675 W Kendall St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Clover","Fast Food",1,50,4,"","496 Mass Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Miracle of Science Bar + Grill","Bars",2,502,3.5,"(617) 868-2866","321 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Cafe Barada","Caterers",2,168,4,"(617) 354-4446","2269 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Koreana","Korean",2,520,3.5,"(617) 576-8661","158 Prospect St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Sapporo Ramen","Ramen",1,502,3.5,"(617) 876-4805","1815 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Angelos Pizza","Pizza",1,47,4.5,"(617) 661-8049","444 Broadway  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Full Moon","American (Traditional)",2,116,4,"(617) 354-6699","344 Huron Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Aceituna Grill","Middle Eastern",2,213,3.5,"(617) 252-0707","605 W Kendall St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Newtowne Grille","Pizza",1,211,4,"(617) 661-0706","1945 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Café Luna","Coffee & Tea",2,742,4,"(617) 576-3400","403 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"The Just Crust","Pizza",1,87,4,"(617) 497-4111","49B Brattle St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Sarahs Market & Cafe","Grocery",1,86,4,"(617) 876-5999","200 Concord Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Bytes At University Park","Delis",1,27,4,"(617) 621-3513","64 Sidney St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Sweet Touch Cafe","Coffee & Tea",1,70,4.5,"(617) 491-4119","241   Cambridge St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"Skampa","Sandwiches",1,99,4,"(617) 354-0009","424   Cambridge St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"EVOO Restaurant","American (New)",3,358,4,"(617) 661-3866","350 3rd St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Loyal Nine","American (Traditional)",2,116,3.5,"(617) 945-2576","660   Cambridge St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"Parsnip Restaurant & Lounge","American (New)",4,29,3.5,"(617) 714-3206","91 Winthrop St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Desfina Restaurant","Greek",2,153,4,"(617) 868-9098","202 3rd St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"Greek Corner Restaurant","Greek",2,501,4,"(617) 661-5655","2366 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Happy Lamb Hot Pot","Hot Pot",2,29,4,"(857) 285-6933","485 Massachusetts Ave.  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Gyu-Kaku Japanese BBQ","Japanese",2,54,4,"(857) 259-6666","16-18 Eliot St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Mr. Bartleys Gourmet Burgers","Burgers",2,1056,3.5,"(617) 354-6559","1246 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Emmas Pizza","Pizza",2,467,3.5,"(617) 864-8534","40 Hampshire St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Darwins Ltd","Sandwiches",1,242,4,"(617) 491-2999","1629   Cambridge St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Shake Shack","Burgers",2,242,3.5,"(617) 758-8495","92 Winthrop St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Ma Magoos Pizza & Sub Shop","Pizza",1,115,3.5,"(617) 354-9139","6 Concord Ln  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Qing Dao Garden","Chinese",2,215,4,"(617) 492-7540","2382 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Genki Ya","Sushi Bars",2,361,4,"(617) 661-8200","231 Alewife Brook Pkwy  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Border Café","Tex-Mex",2,1493,3.5,"(617) 864-6100","32 Church St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Meadhall","Bars",2,554,3.5,"(617) 714-4372","4   Cambridge Ctr  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Christophers","Bars",2,599,3.5,"(617) 876-9180","1920 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"2nd Street Cafe","Sandwiches",1,114,4,"(617) 661-1311","89 2nd St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"The Sinclair","Music Venues",2,280,3.5,"(617) 547-5200","52 Church St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Cafe ArtScience","Cocktail Bars",3,109,4,"(857) 999-2193","650 E Kendall St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"OTTO Pizza","Pizza",1,307,4,"(617) 873-0888","1432 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Catalyst Restaurant","American (New)",3,280,3.5,"(617) 576-3000","300 Technology Sq  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"ZuZu","Mediterranean",2,276,3.5,"(617) 864-3278","474 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Charlies Kitchen","Burgers",1,767,3.5,"(617) 492-9646","10 Eliot St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Tasty Burger","Burgers",1,352,3.5,"(617) 425-4444","40 JFK St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Daedalus Restaurant & Pub","Pubs",2,378,3,"(617) 349-0071","45 1/2 Mt. Auburn St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"T.W. Food","French",3,332,3.5,"(617) 864-4745","377 Walden St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Suvaai","Indian",2,58,4,"(857) 259-6552","2378 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Grendels Den Restaurant & Bar","Bars",2,713,4.5,"(617) 491-1160","89 Winthrop St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Kaju Tofu House","Korean",2,125,3.5,"(617) 864-6868","57 John F Kennedy St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Night Market","Asian Fusion",2,78,3.5,"(857) 285-6948","75 Winthrop St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Shepard","American (New)",3,47,3.5,"(617) 714-5295","1 Shepard St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Commonwealth Restaurant and Market","American (New)",2,211,3.5,"(617) 945-7030","11 Broad Canal Way  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Flame Hot Pot and Sushi","Szechuan",2,46,3.5,"(857) 702-8189","1001 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Cilantro","Dim Sum",2,57,3.5,"(617) 945-1768","1105 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Falafel Corner","Middle Eastern",1,196,3.5,"(617) 441-8888","8 Eliot St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"The Red House","American (New)",2,354,3,"(617) 576-0605","98 Winthrop St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Joses Mexican Restaurant","Mexican",2,409,3.5,"(617) 354-0335","131 Sherman St  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Wasabi at Porter","Sushi Bars",2,47,4,"(617) 945-5001","2088 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Les Restaurant","Vietnamese",1,529,3.5,"(617) 864-4100","36 JFK St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Beantown Taqueria","Mexican",1,161,3.5,"(617) 441-8689","245 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Boston Burger Company","Burgers",2,87,3.5,"(857) 242-3605","1105 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"CurryThai Restaurant","Thai",2,104,3.5,"(617) 868-6644","569   Cambridge St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"Veggie Galaxy","Vegetarian",1,654,3.5,"(617) 497-1513","450 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Pinocchios Pizza & Subs","Pizza",2,546,4,"(617) 876-4897","74 Winthrop St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Harvard Faculty Club","Venues & Event Spaces",1,45,4,"(617) 495-5758","20 Quincy St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Temple Bar","American (New)",3,429,4.5,"(617) 547-5055","1688 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Pho House","Vietnamese",2,82,3.5,"(617) 547-8888","1790 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Ampersand","Southern",2,5,3.5,"","513 Putnam Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Riverside Pizza & Seafoods","Pizza",1,41,5,"(617) 354-8800","305 River St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Andala Coffee House","Coffee & Tea",2,407,3.5,"(617) 945-2212","286 Franklin St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Crema Cafe","Coffee & Tea",2,913,3.5,"(617) 876-2700","27 Brattle St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Nubar","Lounges",2,105,3.5,"(617) 234-1365","16 Garden St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Pronto","Breakfast & Brunch",1,18,3.5,"(617) 234-8080","1 Bennett St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Bagelsaurus","Sandwiches",2,257,4,"(857) 285-6103","1796 Massachusetts Ave  Cambridge, MA 02140","02140","65,283","91,656","17,158","Cambridge"
"Armandos Pizza & Subs","Pizza",1,185,4,"(617) 354-8275","163 Huron Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Za","Pizza",2,189,4.5,"(617) 452-9292","350 3rd St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Tatte Bakery & Cafe","Bakeries",2,311,3.5,"(617) 354-4200","318 Third St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Portugalia","Portuguese",2,58,4,"(617) 491-5373","723   Cambridge St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"Harvest","French",3,400,3.5,"(617) 868-2255","44 Brattle St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Souper Roll Up Cafe","Sandwiches",1,56,3.5,"(617) 354-5810","726   Cambridge St  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"Zinnekens","Belgian",1,253,4.5,"(617) 876-0836","1154 Massachusetts Ave  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Club Passim","Music Venues",2,90,3.5,"(617) 492-5300","47 Palmer St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Bukowski Tavern","Pubs",2,482,4,"(617) 497-7077","1281   Cambridge St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Firebrand Saints","Bars",2,170,3,"(617) 401-3399","1 Broadway St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Patty Chens Dumpling Room","Taiwanese",2,155,3.5,"(617) 491-6616","907 Main St  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Abigails Restaurant","American (New)",2,203,3,"(617) 945-9086","291 3rd St  Cambridge, MA 02142","02142","61,141","88,669","1,823","Cambridge"
"Darwins","Cafes",2,32,3.5,"(617) 497-1000","313 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Henriettas Table","American (New)",3,621,3.5,"(617) 661-5005","1 Bennett St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"wagamama","Japanese",2,454,3.5,"(617) 499-0930","57 JFK St  Cambridge, MA 02138","02138","68,127","112,348","34,994","Cambridge"
"Bambara Cambridge","American (New)",2,189,3,"(617) 868-4444","25 Edwin H Land Blvd  Cambridge, MA 02141","02141","57,909","79,408","12,010","Cambridge"
"Moodys Falafel Palace","Falafel",1,462,3.5,"(617) 864-0827","25 Central Sq  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
"Naco Taco","Mexican",2,205,3.5,"(617) 945-1548","297 Massachusetts Ave  Cambridge, MA 02139","02139","62,821","83,356","35,273","Cambridge"
