"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEAN_SAL","POP","city"
"The Charlie Horse","American (Traditional)",2,50,4.5,"(781) 585-5550","99 Main StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Daves Diner","Diners",2,131,3,"(508) 923-4755","390 W Grove StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"East Bay Grille","Seafood",1,245,3.5,"(508) 746-9751","173 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"The Blueberry Muffin","Breakfast & Brunch",2,31,3.5,"(781) 936-8848","164 Summer StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Central Cafe","Pizza",2,26,4,"(774) 419-5431","254 Centre StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Nosh Tavern","American (New)",1,121,3.5,"(508) 747-3700","15 Main St ExtensionPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Annas Harborside Grille","American (Traditional)",2,96,4,"(508) 591-7372","145 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Tans Gourmet","Chinese",2,10,4,"(508) 465-0162","80 Main StCarver, MA 02330","02330","70,048","77,569","11,169","Plympton"
"Mama Mias Pizza","Pizza",2,32,4,"(781) 585-9847","134 Main StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Sushi Joy","Sushi Bars",2,67,4,"(508) 732-9288","124 Colony PlPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Bongis Turkey Roost","American (Traditional)",1,36,3.5,"(781) 585-2392","414 Kingstown WayDuxbury, MA 02332","02332","116,904","149,633","14,241","Plympton"
"Cancun Family Mexican Restaurant","Mexican",2,73,4.5,"(781) 585-0060","145 Main StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Harrys Bar and Grille","American (Traditional)",1,111,3.5,"(508) 947-9297","407 W Grove StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Georgios House of Pizza","Pizza",2,16,4,"(774) 435-3623","105 Main StCarver, MA 02330","02330","70,048","77,569","11,169","Plympton"
"Woods Seafood","Seafood",1,182,3.5,"(508) 746-0261","15 Town PierPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Driftwood Publick House","Gastropubs",2,125,3.5,"(508) 927-4060","39 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Station 27","Breakfast & Brunch",2,3,2.5,"(781) 585-4200","269 Pembroke StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Bertuccis","Italian",2,27,4.5,"(508) 747-1187","6 Plaza WayPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Ds Omelet Shoppe","Breakfast & Brunch",2,4,3,"(508) 866-7851","128 Main StCarver, MA 02330","02330","70,048","77,569","11,169","Plympton"
"Lobster Hut","Seafood",2,137,5,"(508) 746-2270","25 Town WharfPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"3A Cafe & Bakery","Breakfast & Brunch",1,32,3.5,"(508) 747-3740","295 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"The Shanty Rose","American (Traditional)",1,28,4,"(508) 746-7673","16 Town WharfPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Big Brothers","Pizza",2,6,4,"(508) 378-2070","210 Pond StEast Bridgewater, MA 02333","02333","82,133","89,922","13,012","Plympton"
"JRs Indian Head Pub","Bars",1,9,4.5,"(781) 294-8592","278 Main StHanson, MA 02341","02341","81,912","90,515","9,550","Plympton"
"Cornerstone Cafe","Breakfast & Brunch",2,39,2.5,"(508) 746-7773","67 Main StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Tavern on the Wharf","American (New)",2,65,4,"(774) 404-2702","6 Town WharfPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"The New World Tavern","Gastropubs",2,106,3.5,"(508) 927-4250","56 Main StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"CabbyShack","Seafood",2,271,3.5,"(508) 746-5354","30 Town WharfPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"The Sun Tavern","American (New)",3,57,3,"(781) 837-1027","500 Congress StDuxbury, MA 02332","02332","116,904","149,633","14,241","Plympton"
"Luciosos Pub","Sports Bars",2,34,4,"(508) 746-0056","6 Spring LnPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Sweets: Coffee Cakes and Treats","Breakfast & Brunch",1,24,4,"(781) 585-5503","56 Main StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Olde School Cafe","American (Traditional)",2,12,4.5,"(781) 293-0480","65 School StPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"Charlies Too","Seafood",2,26,4,"(781) 826-5646","825 Washington StPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"Venus III Sports Bar & Restaurant","American (New)",2,24,4,"(781) 293-0000","252 Main StHanson, MA 02341","02341","81,912","90,515","9,550","Plympton"
"British Beer Company","Pubs",2,13,3,"(508) 747-1776","6 Middle StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"The Cafe DEli","Delis",1,9,4,"(781) 294-7988","1280 Main StHanson, MA 02341","02341","81,912","90,515","9,550","Plympton"
"Napoli Pizza","Pizza",1,6,4.5,"(781) 585-2291","54 Pembroke StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Cravings Cafe","Burgers",1,47,3.5,"(781) 585-7711","150 Summer StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Tatami Restaurant & Sushi Bar","Sushi Bars",2,57,2.5,"(508) 378-3181","118 N Bedford St Rte 18East Bridgewater, MA 02333","02333","82,133","89,922","13,012","Plympton"
"Milepost Tavern Restaurant","American (Traditional)",2,35,4.5,"(781) 934-6801","581 Tremont StDuxbury, MA 02332","02332","116,904","149,633","14,241","Plympton"
"Zestos Deli and Pizzeria","Pizza",2,11,3,"(508) 747-4400","59 Industrial Park RdPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Plimoth Bay Cafe","Cafes",1,4,3.5,"(508) 747-6777","18 Town WharfPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Apazidis Family Restaurant","American (New)",1,5,5,"(508) 947-7776","194 E Grove StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Carmens Cafe Nicole","Seafood",2,62,4,"(508) 747-4343","114 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Stoneys Pub & Pizza","Pizza",1,12,3.5,"(508) 923-1100","456 W Grove StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Rio Brazilian Steakhouse","Steakhouses",2,67,4.5,"(508) 830-6802","318 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Waterfront Bar and Grill","American (Traditional)",2,90,2.5,"(508) 591-8393","170 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Lou Lous Cafe","Breakfast & Brunch",2,5,3,"(508) 982-0707","2107 Plymouth StEast Bridgewater, MA 02333","02333","82,133","89,922","13,012","Plympton"
"The Meadowbrook Restaurant","American (Traditional)",1,33,3,"(781) 293-7900","1486 Main StHanson, MA 02341","02341","81,912","90,515","9,550","Plympton"
"Kevins Restaurant","American (Traditional)",2,4,3.5,"(508) 746-5911","265 S Meadow RdPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Family Pizza","Pizza",3,7,4.5,"(508) 747-7474","4 Pilgrim Hill RdPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Michaels 390 Court Street","Sandwiches",1,2,4.5,"(508) 746-4099","390 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Bills Pizza & More","Pizza",1,7,4.5,"(508) 732-9991","202 S Meadow RdPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Persys Place At Dempseys","American (Traditional)",2,21,3.5,"(781) 585-5464","119 Main StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"3 Corners Restaurant","Restaurants",1,2,3.5,"(781) 585-5171","287 Main StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Gallery Grille and Pizza","American (Traditional)",1,21,4.5,"(508) 747-6070","179 Ct StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Luigis Place","Cafes",2,6,4,"(508) 747-4141","186 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Johnny Macaronis","Italian",2,18,4.5,"(508) 456-4460","1300 Plymouth StEast Bridgewater, MA 02333","02333","82,133","89,922","13,012","Plympton"
"Toscana Ristorante","Italian",1,30,3,"(774) 773-9525","87 Sandwich StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Spiros II","Pizza",1,5,4,"(781) 293-2989","1064 Main StHanson, MA 02341","02341","81,912","90,515","9,550","Plympton"
"The Jolly Bean Cafe","Coffee & Tea",1,16,4,"(508) 747-2326","88 Camelot DrPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Water Street Cafe","Breakfast & Brunch",1,59,5,"(508) 746-2050","25 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Kingston House of Pizza","Pizza",2,28,3.5,"(781) 585-6901","11 Main StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Coffee Milano","Coffee & Tea",1,10,3.5,"(508) 946-4006","58 Centre StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Dimitris Pizza and Subs","Pizza",1,11,3.5,"(781) 294-1122","314 Mattakeesett StPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"Hideaway Restaurant","Pizza",2,12,4.5,"(508) 947-5188","9 Station StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Speedwell Tavern","American (Traditional)",2,30,3.5,"(508) 927-4724","47 Main StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Royal Garden","Chinese",2,38,4,"(781) 585-5506","3 Tremont StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Little Red Smokehouse","Barbeque",2,123,2.5,"(508) 591-8875","145 S Main StCarver, MA 02330","02330","70,048","77,569","11,169","Plympton"
"Ninety Nine Restaurant","American (New)",2,16,3,"(781) 732-9932","21 Home Depot DrPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"The Main Drag","Mexican",2,8,3,"(508) 947-4211","75 N Main StMiddleborough, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Fiesta Mexican Restaurant","Mexican",2,65,4,"(508) 350-0200","34 Bedford StEast Bridgewater, MA 02333","02333","82,133","89,922","13,012","Plympton"
"SugarCane","Korean",2,53,3.5,"(508) 697-2266","180 Winter StBridgewater, MA 02324","02324","80,879","87,642","22,922","Plympton"
"Snug Harbor Fish Company Restaurant","Seafood",2,25,4,"(781) 934-8167","459 Washington StDuxbury, MA 02332","02332","116,904","149,633","14,241","Plympton"
"Surfside Smokehouse","Barbeque",2,18,4,"(508) 927-4111","14 Union StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Barretts Ale House","Sports Bars",2,40,3.5,"(508) 697-4800","425 Bedford StBridgewater, MA 02324","02324","80,879","87,642","22,922","Plympton"
"Jetties of Plymouth","Delis",1,4,3,"(508) 747-4141","180 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"New Tokyo","Sushi Bars",2,76,4,"(508) 830-3888","6 Home Depot DrPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Fireside Grille","American (Traditional)",2,79,3.5,"(508) 947-5333","30 Bedford StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Mamma Mias Plymouth","Pizza",2,86,3.5,"(508) 747-4670","122 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Tutto Italiano","Italian",2,17,3.5,"(508) 946-1104","12 Harding StLakeville, MA 02347","02347","94,495","102,487","9,810","Plympton"
"Mikes House of Pizza","Pizza",1,16,3.5,"(781) 293-3591","309 Main StHanson, MA 02341","02341","81,912","90,515","9,550","Plympton"
"Bangna Garden Restaurant","Thai",2,18,4,"(781) 585-4503","77 Summer StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Patrizias","Italian",2,69,3.5,"(508) 747-0015","170 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Lorenzos Italian Restaurant","Italian",3,52,3,"(508) 947-3000","500 W Grove StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Ernies Restaurant","Pizza",2,29,3,"(508) 746-3444","330 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Chilis Grill & Bar","Bars",2,23,3.5,"(508) 747-2138","2 Plz WayPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Water Street Cafe","Cafes",2,3,2,"(508) 746-2050","25 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Dischs Route 53 Tavern","American (Traditional)",2,27,3.5,"(781) 826-2532","615 Washington StreetPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"A Fork In The Road","Delis",1,4,3.5,"(781) 293-4300","6 Union StPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"Maui Wowi","Hawaiian",1,10,4,"(508) 747-6284","114 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Moore Dogs","Hot Dogs",1,16,3.5,"(508) 866-5342","107 N Main StCarver, MA 02330","02330","70,048","77,569","11,169","Plympton"
"Jakes Wayback Burger","Burgers",1,2,2,"(781) 582-9900","101 Kingston Collection WayKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Mos Place","American (New)",1,7,1.5,"(781) 888-0633","1357 Main StHanson, MA 02341","02341","81,912","90,515","9,550","Plympton"
"Danish Dogs","Hot Dogs",1,2,4.5,"(774) 271-1400","39 Long Pond RdPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"The Foodsmith","Caterers",2,6,5,"(781) 934-0134","17 Standish StDuxbury, MA 02332","02332","116,904","149,633","14,241","Plympton"
"Crystals Kitchen","Thai",1,7,5,"(508) 510-5295","4 S Main StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Plympton"
"Abbondanza Pizzeria","Pizza",2,147,5,"(781) 924-3247","808 Washington StPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"Johnny Macaronis","Italian",2,9,3.5,"(508) 378-9335","582 W StEast Bridgewater, MA 02333","02333","82,133","89,922","13,012","Plympton"
"Asia Tasty","Japanese",1,24,3.5,"(508) 747-7888","24 Main StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Martinis Bar & Grill","Bars",1,49,4,"(774) 773-9782","50 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"All American Diner","Breakfast & Brunch",3,36,3.5,"(508) 747-4763","60 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Pembroke House of Pizza","Pizza",1,25,3.5,"(781) 294-8896","44 Mattakeesett StPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"Ye Olde Standish Grille","American (Traditional)",1,14,3.5,"(508) 378-3682","175 N Bedford StEast Bridgewater, MA 02333","02333","82,133","89,922","13,012","Plympton"
"Goose Point Cafe","Cafes",2,NA,3.5,"(508) 830-1223","255 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Js Flying Pizza","Food",1,20,5,"(508) 697-8631","815 South StBridgewater, MA 02324","02324","80,879","87,642","22,922","Plympton"
"T Bones Roadhouse","Barbeque",2,98,4,"(508) 747-2667","22 Main StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Marthas Galley","Restaurants",2,2,3,"(508) 317-6650","179 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Avocados","Mexican",2,55,5,"(781) 447-3232","372 South AveWhitman, MA 02382","02382","77,027","83,066","13,867","Plympton"
"Tsangs Cafe","Chinese",2,20,3.5,"(781) 934-8222","45 Depot StDuxbury, MA 02332","02332","116,904","149,633","14,241","Plympton"
"Hearth N Kettle Restaurants","Seafood",2,20,4,"(508) 747-7405","25 Summer StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Chessmens Pizza","Pizza",1,33,3,"(508) 697-4114","16 Central SqBridgewater, MA 02324","02324","80,879","87,642","22,922","Plympton"
"Clydes Deli-Catering","Delis",1,20,3.5,"(508) 746-6066","358 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Winsor House Inn","Bed & Breakfast",2,36,3.5,"(781) 934-0991","390 Washington StDuxbury, MA 02332","02332","116,904","149,633","14,241","Plympton"
"Christinas","Italian",2,22,3.5,"(781) 829-9001","460 Washington StPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"Baldies Pizza & Subs","Pizza",2,18,3.5,"(508) 947-1055","78 Main StLakeville, MA 02347","02347","94,495","102,487","9,810","Plympton"
"Olive Garden Italian Restaurant","Italian",2,23,4,"(508) 746-5043","102 Colony Place RdPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Panera Bread","Sandwiches",2,11,3.5,"(508) 830-3844","138 Colony PlacePlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Damiens","Pizza",1,21,3.5,"(781) 447-6556","279 Spring StHanson, MA 02341","02341","81,912","90,515","9,550","Plympton"
"The Black Raspberry Pub","American (Traditional)",2,17,3.5,"(508) 830-0022","36 Cordage Park CirPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Tiki Kye","Chinese",2,4,3,"(508) 866-7733","2 Montello StCarver, MA 02330","02330","70,048","77,569","11,169","Plympton"
"On the Rocks Tavern","Restaurants",2,NA,2.5,"(508) 732-8919","42 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Isaacs Restaurant","Seafood",2,95,5,"(508) 830-0001","114 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Buddys Pizza Pub","Pizza",2,24,3,"(508) 923-9196","547 W Grove StMiddleborough, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Sandys Snack Bar","Sandwiches",2,19,4,"(508) 747-5911","132 Warren AvePlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Orta Restaurant","Italian",2,102,4,"(781) 826-8883","75 Washington StPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"Cowbells Cafe","American (New)",1,37,3.5,"(781) 447-1400","25 South AveWhitman, MA 02382","02382","77,027","83,066","13,867","Plympton"
"Regina Pizzeria","Pizza",1,2,3.5,"(781) 585-6444","101 Independence Mall WayKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"Oysters Bar & Grille","Seafood",2,74,3,"(781) 924-1065","254 Church StPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"Connies Restaurant","Breakfast & Brunch",1,27,4.5,"(781) 294-8988","270 Main StHanson, MA 02341","02341","81,912","90,515","9,550","Plympton"
"Atina Asian Bistro","Japanese",2,40,3.5,"(774) 223-5800","115 S Main StWest Bridgewater, MA 02379","02379","73,651","88,014","6,610","Plympton"
"Sam Diegos Mexican Cookery & Bar","Mexican",2,127,4,"(508) 747-0048","51 Main StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Top Crust Pizzeria","Pizza",2,23,2.5,"(508) 747-6000","15 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Uncle Davids","Burgers",1,49,3.5,"(781) 332-3663","643 Washington StWhitman, MA 02382","02382","77,027","83,066","13,867","Plympton"
"The Mockingbird Restaurant","American (New)",2,64,4,"(508) 378-4911","838 N Bedford StEast Bridgewater, MA 02333","02333","82,133","89,922","13,012","Plympton"
"Ocean Spray Cranberries","Restaurants",2,NA,3.5,"(508) 866-5306","60 Old Federal RdCarver, MA 02330","02330","70,048","77,569","11,169","Plympton"
"Cafe Strega","Italian",2,36,3.5,"(508) 732-9996","16 Main St ExtensionPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Sawtelles Pizza Restaurant","Pizza",1,16,3.5,"(781) 585-9000","78 Summer StKingston, MA 02364","02364","78,923","100,027","11,805","Plympton"
"French Memories","Desserts",2,52,2,"(781) 934-9020","459 Washington StDuxbury, MA 02332","02332","116,904","149,633","14,241","Plympton"
"Waterfire Tavern","Dim Sum",2,4,4,"(855) 580-5665","25 Summer StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Bella Piazza Cafe & Pizzeria","Italian",1,25,3,"(508) 747-1870","15 Main StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Royal Cafe","Beer, Wine & Spirits",1,NA,3.5,"(508) 947-9820","160 Center AveMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"China Pilgrim Restaurant","Chinese",2,9,4,"(508) 830-1888","204 S Meadow RdPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Gunther Tooties","Bagels",1,28,3.5,"(508) 591-7126","22 Court StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Persys Place","American (New)",2,59,3.5,"(508) 946-0022","43 Bedford StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Pebbles","Fast Food",2,12,3,"(508) 747-2978","76 Water StPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Cape Cod Cafe","Pizza",1,15,3.5,"(508) 697-3077","220 Winter StBridgewater, MA 02324","02324","80,879","87,642","22,922","Plympton"
"Lindos Pizza","Pizza",1,12,3,"(508) 946-1455","2 Wareham StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"TGI Fridays","American (Traditional)",1,19,3.5,"(508) 732-9218","275 Colony PlPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Johnny Gs - Cookouts and Catering","Hot Dogs",2,NA,2,"(508) 245-3515","Middleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"99 Restaurant & Pub","Pubs",1,16,5,"(508) 279-2799","233 Broad StreetBridgewater, MA 02324","02324","80,879","87,642","22,922","Plympton"
"The Better Bean Coffee Company","Coffee & Tea",2,38,3,"(508) 279-9952","23 Central SquareBridgewater, MA 02324","02324","80,879","87,642","22,922","Plympton"
"Dandy Cafe","Cafes",1,3,4,"(508) 866-7422","114 Main StCarver, MA 02330","02330","70,048","77,569","11,169","Plympton"
"Hola","Tapas Bars",2,73,3.5,"(781) 837-2900","10 Library PlzMarshfield, MA 02050","02050","85,395","105,524","24,577","Plympton"
"McDonalds","Fast Food",1,4,4,"(508) 866-8566","96 N Main StCarver, MA 02330","02330","70,048","77,569","11,169","Plympton"
"Roccos Italian Pizzeria","Pizza",1,16,3.5,"(781) 826-5637","1143 BroadwayHanover, MA 02339","02339","104,787","118,371","13,171","Plympton"
"Catering By Warren","Caterers",2,NA,3,"(508) 947-0668","260 Wood StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Middleboro House of Pizza","Pizza",2,NA,5,"(508) 947-7438","29 N Main StMiddleboro, MA 02346","02346","72,466","80,698","19,926","Plympton"
"Healthy Appetites Natural Foods","Health Markets",2,11,2.5,"(508) 747-8100","44 Long Pond RdPlymouth, MA 02360","02360","74,603","86,753","51,563","Plympton"
"Mother Annas Ristorante & Bar","Italian",2,3,4.5,"(781) 924-1955","46 Columbia RdPembroke, MA 02359","02359","83,622","95,280","16,907","Plympton"
"Sashimi Asian Bistro","Sushi Bars",1,64,3.5,"(781) 536-8559","928 Plain StMarshfield, MA 02050","02050","85,395","105,524","24,577","Plympton"
"Fitzys Wake & Shake","Diners",2,50,4,"(781) 837-9253","1 Proprietors DrMarshfield, MA 02050","02050","85,395","105,524","24,577","Plympton"
"Thai All Seasons","Thai",1,16,3.5,"(781) 523-1694","11 South AveWhitman, MA 02382","02382","77,027","83,066","13,867","Plympton"
